Sample Name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Mineral,Na2O + K2O,TAS,Rocknames
_ZB-1-1.1,49.22,1.56,15.64,9.4,0.14,7.35,9.53,3.94,0.49,0.28,,Glass,4.43,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
SEC Feb. 1999_CSES small inc,44.56,1.53,16.54,10.15,0.22,3.07,11.98,3.64,2.11,0.68,,Glass,5.75,U1,"['Tephrite', 'Foid Gabbro']"
S-1-SHASTA QUADRANGLE_,52.3,0.83,19.5,6.1,,4.5,9.8,3.8,0.58,0.2,,Glass,4.38,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
S12-37_6-1,51.89,1.19,15.6,10.19,0.21,5.3,8.43,3.16,0.71,,,Glass,3.87,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
CM02-2_03-013-5.1,49.85,1.26,17.25,6.84,0.07,11.07,11.63,2.93,1.88,0.5,,Glass,4.8100000000000005,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
782A-28X-4-128-130_75B,69.66,0.42,12.6,3.31,0.21,0.3,2.67,3.74,1.2,0.09,,Glass,4.94,O3,"['Dacite', 'Granodiorite']"
NZ 11_,64.93,1.26,12.9,4.96,0.06,1.99,4.34,2.26,3.46,0.34,,Glass,5.72,O3,"['Dacite', 'Granodiorite']"
RC09-9_RC-9-2-6-1,45.78,1.67,16.37,8.31,0.1,8.1,11.57,4.28,1.38,1.3,,Glass,5.66,U1,"['Tephrite', 'Foid Gabbro']"
GUG 79-1_GugAB-2,45.31,0.84,17.22,12.95,0.25,4.94,12.7,1.92,0.33,0.05,,Glass,2.25,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
H14-4-MI2,48.96,1.08,13.73,10.46,0.19,9.22,13.15,1.71,0.1,0.1,0.02,Glass,1.81,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
ZB06-2_ZB-1-3-1,50.36,1.3,15.12,9.69,0.18,7.3,9.62,3.42,0.56,0.21,,Glass,3.98,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
SC5K_SC5k2aI,50.63,1.16,14.12,11.75,0.33,3.81,7.66,3.88,0.95,0.35,0.02,Glass,4.83,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
BLK8-1-2010_BLK8-1-2010,53.1,1.37,16.28,8.81,0.16,3.71,8.16,3.16,0.94,0.29,,Glass,4.1,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
AO3_3-9,45.73,0.48,16.95,10.13,0.09,6.65,14.77,1.84,0.3,,,Glass,2.14,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
KR99/96_KR99/96-22,52.47,1.01,16.05,9.53,0.13,3.94,7.14,3.73,0.92,0.14,,Glass,4.65,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
RC07-4_RC-4-5-3-1,49.91,1.69,18.81,6.8,0.08,6.43,11.52,3.53,0.61,0.34,,Glass,4.14,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
CM02-2_03-013-41.1,50.51,1.34,18.75,6.89,0.05,7.55,10.92,3.45,2.0,0.47,,Glass,5.45,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
A2T_MI-11b,59.15,0.49,17.96,3.01,0.24,0.35,2.02,4.48,7.91,0.08,,Glass,12.39,T1,"['Trachyte', 'Syenite']"
Sari15-04_33,47.53,0.75,16.61,9.36,0.18,5.87,11.49,2.13,0.62,0.17,,Glass,2.75,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
HPD-480-S1_480-S1_35,54.65,1.25,15.18,9.84,0.21,4.48,8.9,2.99,1.11,0.21,,Glass,4.1000000000000005,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
RESC3_RESC3-O12-MB,46.85,1.09,16.11,5.69,0.1,4.25,8.56,3.79,4.43,0.64,,Glass,8.219999999999999,U1,"['Tephrite', 'Foid Gabbro']"
616-R05 Izx_616-R05mi27b ,48.53,0.62,17.01,7.77,0.18,6.65,12.9,1.94,0.14,0.11,,Glass,2.08,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
AT-252_cpx2mi3 ,59.58,0.77,16.22,5.31,0.13,1.76,4.86,4.18,1.55,0.43,,Glass,5.7299999999999995,O2,"['Andesite', 'Diorite']"
PT05_2-A1,50.63,1.36,17.92,7.36,0.16,5.63,8.83,3.74,0.86,0.43,,Glass,4.6000000000000005,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
LC-F-29_plag26_mia,56.45,0.68,13.39,11.99,0.17,3.76,8.72,1.88,0.27,0.09,,Glass,2.15,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
O-1_O-1-2-1,48.59,1.88,18.6,6.86,0.09,7.65,8.82,4.83,1.54,0.96,,Glass,6.37,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
1974_19-38B,50.11,1.0,20.22,8.82,0.11,5.17,10.23,3.57,0.63,0.15,,Glass,4.2,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
721/1_48,71.07,0.16,14.76,1.33,0.08,0.3,1.53,3.53,2.7,0.12,,Glass,6.23,R,"['Rhyolite', 'Granite']"
ST082_MI52A,47.75,0.93,16.97,7.98,0.15,4.26,12.37,2.52,1.82,0.56,,Glass,4.34,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
8LM-331A_B21b_8LM-331A_B21b,52.9,1.27,16.08,10.86,0.2,5.16,9.85,3.04,0.77,0.07,,Glass,3.81,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
AS03-PAGAN-5_PAGAN5-2_1 ,47.07,0.6,16.16,11.15,0.24,6.59,12.37,1.95,0.43,0.06,,Glass,2.38,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
200510_PL12B,71.96,0.44,12.5,3.71,0.1,0.38,0.79,4.52,4.34,0.14,,Glass,8.86,R,"['Rhyolite', 'Granite']"
MHL-14_+2_2,49.604,3.1554,13.6437,13.1029,0.2459,5.0904,10.6604,2.9522,0.5277,0.3506,,Glass,3.4798999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
NK-13-2_2-4-6,51.06,1.9,15.85,10.92,0.14,3.96,7.16,3.59,2.38,0.7,,Glass,5.97,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
W-47-23 (116295-23)_23-4-2A,51.95,1.23,17.14,10.72,0.19,6.26,7.6,3.01,1.0,0.35,,Glass,4.01,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
KC518PFB_KCPL-6A,68.39,0.26,14.47,1.84,0.14,0.52,2.18,5.91,2.03,,,Glass,7.9399999999999995,T2,"['Trachydacite', 'Quartz \nMonzonite']"
CL036_CL036INC2,57.16,1.29,16.03,9.35,0.22,3.01,8.39,3.3,1.03,0.21,,Glass,4.33,O2,"['Andesite', 'Diorite']"
178-2_44409,51.4,1.2,19.0,9.95,0.2,3.83,8.93,4.37,0.98,0.22,,Glass,5.35,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
"125-782A-29X-5,13-15_14A",48.61,0.74,14.65,11.37,0.22,0.32,11.53,1.59,0.16,0.11,,Glass,1.75,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
BC02-1_03-016-45.1,48.73,1.37,17.48,11.3,0.14,8.47,9.26,3.42,0.52,0.34,,Glass,3.94,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
65DR-1_,67.16,0.83,13.74,4.28,0.15,1.16,3.09,4.42,2.61,0.17,,Glass,7.029999999999999,O3,"['Dacite', 'Granodiorite']"
CA-A_11_,50.59,0.98,19.36,5.47,0.08,4.57,9.58,3.83,0.66,0.17,,Glass,4.49,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
8LM-339_8LM-339_A17,54.33,1.75,13.34,12.85,0.21,4.18,8.34,3.47,0.9,0.0,,Glass,4.37,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
368/1_4,68.87,0.26,12.91,1.32,0.05,0.6,1.16,3.99,3.24,,,Glass,7.23,O3,"['Dacite', 'Granodiorite']"
A2B_MI-10,59.31,0.43,17.27,2.65,0.19,0.1,1.22,5.94,6.69,0.03,,Glass,12.63,Ph,"['Phonolite', 'Foid Syenite']"
SC02B_SC02B7aII,51.19,1.21,13.99,11.77,0.32,3.95,8.53,3.29,0.95,0.31,0.01,Glass,4.24,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
01NYO10_ol6mi1,50.44,1.0,16.23,10.14,0.17,5.34,11.59,2.67,0.41,0.14,,Glass,3.08,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-18_36_4,50.3017,2.2109,16.3111,7.6999,0.0777,5.2972,14.0465,2.5941,0.2222,0.2183,0.0231,Glass,2.8163,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
05AKTAP-14_cpx3mi1,59.62,1.06,15.23,7.81,0.26,2.84,6.23,2.59,0.95,0.23,,Glass,3.54,O2,"['Andesite', 'Diorite']"
AV06-1_AV-1-7-5.1,50.72,1.92,14.47,10.55,0.17,8.27,9.83,3.19,0.73,0.33,,Glass,3.92,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
SPV-3_SPV-3-1-8-1,47.77,2.25,16.92,7.97,0.1,9.35,12.17,3.01,0.8,0.32,,Glass,3.8099999999999996,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
SH63DJR15_SH63MI54,47.8,1.98,16.5,13.5,0.28,4.86,9.13,3.14,0.65,0.3,,Glass,3.79,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
MHL-18_49_2,49.2498,2.0539,16.8634,8.1724,0.1981,4.9389,14.3867,2.6694,0.2317,0.2106,0.0314,Glass,2.9011,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
NK-13-3_1-5-4,51.01,1.96,15.82,10.6,0.26,4.13,7.35,3.55,2.44,0.65,0.02,Glass,5.99,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
MARA-9-1_MARA19rh_75,48.11,1.37,13.95,8.92,0.17,10.53,13.67,2.05,0.3,0.13,,Glass,2.3499999999999996,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
CLL-1 _,51.96,1.22,17.46,8.3,0.11,6.0,7.94,3.61,1.04,0.24,,Glass,4.65,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
782A-15X-4-16-18_33,70.31,0.39,12.4,3.1,0.21,1.15,3.14,3.5,0.87,0.17,,Glass,4.37,O3,"['Dacite', 'Granodiorite']"
GOR-60_36,57.37,1.5,15.38,7.91,0.16,2.17,5.76,3.79,2.64,,,Glass,6.43,S3,"['Trachy-\nandesite', 'Monzonite']"
S-11-DWINNELL RES. QUADRANGLE_,51.8,0.65,18.2,7.2,,4.5,10.4,2.8,0.4,,,Glass,3.1999999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
_OTb1-17,55.47,0.22,10.95,7.18,0.2,10.96,10.21,1.24,0.34,,0.57,Glass,1.58,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ALV-1846-9_ALV1846-9_56B,49.92,0.53,17.36,6.86,0.13,7.11,13.55,2.18,0.77,0.1,,Glass,2.95,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
56DR-1_,67.93,0.94,14.51,4.2,0.12,1.08,3.29,3.67,2.28,0.19,,Glass,5.949999999999999,O3,"['Dacite', 'Granodiorite']"
HPD-481-R01_481-R01_42,51.98,0.96,16.72,9.21,0.19,5.29,9.37,2.82,0.87,0.16,,Glass,3.69,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
05AKTAP-12a_cpx1mi1,50.64,2.35,12.76,16.31,0.48,3.86,7.94,3.43,0.98,2.22,,Glass,4.41,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
04 MAUG-5_MAUG05rh_91,48.96,1.25,13.83,15.43,0.27,6.37,9.16,2.64,0.59,0.11,,Glass,3.23,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
782A-36X-2-66-68_104,56.98,0.74,14.6,8.46,0.17,2.06,4.88,3.61,1.3,0.14,,Glass,4.91,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
TGL9-14B_TGL9-14B_A5b,54.03,1.18,16.02,10.81,0.19,4.57,8.6,3.57,0.77,,,Glass,4.34,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
SC5D_SC5Dr1bb ,41.45,0.89,17.23,12.49,0.26,4.89,11.72,2.48,0.36,0.1,,Glass,2.84,Pc,"['Picrite', 'Peridot-\ngabbro']"
782A-39X-1-21-23_108,51.63,0.89,14.5,11.4,0.07,4.6,9.2,2.18,0.29,0.13,,Glass,2.47,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
AS03-PAGAN-5_PAGAN5-2_45 ,51.17,1.16,14.26,10.71,0.2,5.2,10.45,2.6,0.96,0.24,,Glass,3.56,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
2006_CPX BOX 28 #2,66.43,0.96,17.07,3.46,0.03,0.9,2.33,4.11,,0.3,,Glass,,none,['N/A']
CL107_CL107INC205,53.7,1.07,16.44,10.53,0.12,4.74,8.58,3.84,0.8,0.17,,Glass,4.64,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
TEL04K_8A,59.9,0.63,13.67,5.8,0.22,1.71,4.23,3.16,3.61,0.39,,Glass,6.77,S3,"['Trachy-\nandesite', 'Monzonite']"
U1438_D55R3B-MIN3-MI5 ,55.58,0.8,14.31,8.87,0.21,3.75,7.65,3.1,0.78,0.14,,Glass,3.88,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
1995-CN-B_CN_B_Ol4,45.96,0.87,18.44,10.94,0.15,5.42,12.22,1.86,0.26,0.09,,Glass,2.12,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
PRO 7/8_14D-MI1,45.4,1.34,17.5,12.6,0.13,5.26,11.6,2.5,3.26,0.4,,Glass,5.76,U1,"['Tephrite', 'Foid Gabbro']"
RC07-5_RC-5-3-3-1,47.79,1.71,17.65,9.56,0.08,9.93,10.18,2.7,0.72,0.44,,Glass,3.42,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
782A-17X-4-0-2_40,70.44,0.43,12.4,4.38,0.31,0.35,2.75,3.66,0.78,0.07,,Glass,4.44,O3,"['Dacite', 'Granodiorite']"
S82-11_2-34-A,70.89,0.29,13.33,1.94,,0.28,1.35,4.38,3.43,,,Glass,7.8100000000000005,R,"['Rhyolite', 'Granite']"
CV15DJR04_CV04MI03B,47.73,0.99,19.35,6.75,0.14,4.96,13.35,3.16,0.36,0.17,,Glass,3.52,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
S12-37_8-1,52.9,1.15,15.85,9.6,0.18,5.11,9.29,2.91,0.76,,,Glass,3.67,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
U1438_D55R3B-MIN3-MI3 ,54.37,1.01,14.74,9.26,0.19,3.91,7.88,2.99,0.63,0.1,,Glass,3.62,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
FP-16-52 (116289-19)_19-O-4-1A,56.51,0.88,19.13,6.84,0.12,4.1,6.67,4.2,1.67,0.32,,Glass,5.87,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
U1438_D26R6A-MIN1-MI1 ,74.32,0.47,11.84,1.81,0.12,0.32,1.75,3.01,1.06,0.04,,Glass,4.07,R,"['Rhyolite', 'Granite']"
shiv01/#2_m12s22-1e,74.46,0.34,12.21,1.14,,0.29,0.72,4.61,3.18,,,Glass,7.790000000000001,R,"['Rhyolite', 'Granite']"
H-1_oliv4mi1,61.18,0.69,13.66,6.72,0.26,0.93,3.79,3.21,5.63,1.23,,Glass,8.84,T1,"['Trachyte', 'Syenite']"
P2-32d_P2-32d-3a,45.76,1.24,16.78,10.21,0.23,6.5,12.53,2.25,0.1,0.14,,Glass,2.35,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
NEF03-1_05-013-17,48.89,1.88,16.58,10.34,0.19,8.02,9.87,3.31,0.53,0.35,,Glass,3.84,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
BRM_15,50.93,1.0,19.88,6.32,0.09,4.55,10.64,4.22,0.8,0.31,,Glass,5.02,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
ZB06-2_ZB-1-9-1.1,47.3,1.43,12.72,15.32,0.21,6.97,7.77,2.89,0.65,0.23,,Glass,3.54,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
M48-5 GR1-2_,52.4,1.22,21.9,4.04,0.1,4.77,5.58,6.52,1.48,0.32,,Glass,8.0,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
ZB06-2_ZB-1-12-1,49.86,1.59,15.23,11.91,0.19,8.44,9.07,2.88,0.6,0.23,,Glass,3.48,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
782A-15X-3-116-118_32,73.16,0.33,12.2,2.06,0.17,0.43,2.27,3.4,0.84,0.01,,Glass,4.24,R,"['Rhyolite', 'Granite']"
U1438_D26R6B-MIN6-MI1 ,64.82,0.63,16.36,3.28,0.12,0.86,4.22,2.44,1.41,0.27,,Glass,3.8499999999999996,O3,"['Dacite', 'Granodiorite']"
08WR-20_08WR-20-21A,49.16,4.21,16.7,10.11,0.16,3.52,6.58,3.35,5.32,0.83,,Glass,8.67,U2,"['Phonotephrite', 'Foid Monzodiorite']"
CL035_CL035INC4,52.35,1.18,17.67,9.25,0.19,4.83,10.53,3.44,0.45,0.11,,Glass,3.89,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
"125-782A-2H-4,113-114_1B",68.88,0.76,12.52,5.38,0.18,0.95,3.13,4.5,1.09,0.14,,Glass,5.59,O3,"['Dacite', 'Granodiorite']"
2002S_ 2002/3S-33a,43.15,1.74,16.01,8.99,0.21,4.88,11.33,3.54,2.12,0.6,,Glass,5.66,U1,"['Tephrite', 'Foid Gabbro']"
CMB_MI-18c,58.96,0.47,17.57,3.42,0.09,0.22,1.65,4.99,7.81,,,Glass,12.8,Ph,"['Phonolite', 'Foid Syenite']"
Hac-09_HAC-09_8,51.37,0.96,16.66,9.62,0.19,3.43,11.92,1.94,0.17,0.05,,Glass,2.11,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
782A-25X-4-111-113_68,71.57,0.47,12.2,2.86,0.07,0.55,2.65,3.53,0.9,0.06,,Glass,4.43,O3,"['Dacite', 'Granodiorite']"
GUG-4_GUG-4_15 ,46.02,0.67,15.33,13.31,0.22,5.83,11.81,1.93,0.36,0.06,,Glass,2.29,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
USNM 115465_465-pl1-2,77.25,0.3,11.87,1.42,0.03,0.24,0.81,3.77,2.87,0.03,,Glass,6.640000000000001,R,"['Rhyolite', 'Granite']"
WF02-1_05-011-10,45.88,2.41,16.72,10.09,0.14,8.83,12.63,2.16,0.41,0.45,,Glass,2.5700000000000003,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
KLV 5/18A_4,50.12,0.97,17.71,7.49,0.14,4.33,9.91,3.03,0.99,0.2,,Glass,4.02,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
200676_76_2,69.62,0.78,17.03,1.56,0.04,0.41,0.38,1.71,4.82,0.15,,Glass,6.53,O3,"['Dacite', 'Granodiorite']"
HA-A_1_,46.07,3.26,18.45,10.62,0.14,4.08,8.53,4.2,1.86,0.62,,Glass,6.0600000000000005,U1,"['Tephrite', 'Foid Gabbro']"
782A-26X-5-147-149_71,68.71,0.39,11.2,2.2,0.11,0.34,2.03,3.4,1.04,0.09,,Glass,4.4399999999999995,O3,"['Dacite', 'Granodiorite']"
brn14-MA-1_brn14-MA-1,52.15,1.26,15.99,10.21,0.16,5.92,8.69,3.14,0.68,0.24,,Glass,3.8200000000000003,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
PB64_PB64B,47.05,0.54,16.27,10.05,0.17,8.23,11.29,2.01,0.37,0.01,,Glass,2.38,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
782A-21X-2-84-86_52,49.05,0.8,14.5,10.83,0.27,6.68,10.8,1.85,0.16,0.1,,Glass,2.0100000000000002,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
_AMm1-13,53.0,0.06,7.6,7.82,0.15,18.67,5.73,1.01,0.44,,1.21,Glass,1.45,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
MHL-15_1_2,49.4773,3.1464,13.8609,12.7719,0.2032,5.0941,10.7117,2.9322,0.4777,0.3018,-0.0006,Glass,3.4099,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
782A-41X-2-53-55_112,62.39,0.5,15.8,4.52,0.15,1.48,4.85,3.9,1.04,0.23,,Glass,4.9399999999999995,O2,"['Andesite', 'Diorite']"
616-R05 Izx_616-R05mi29 ,48.45,0.59,16.56,7.99,0.14,6.42,13.69,1.63,0.15,0.06,,Glass,1.7799999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-06_17_1,50.3158,2.8908,13.5026,13.7783,0.2481,5.4426,10.431,2.766,0.4569,0.297,0.0116,Glass,3.2229,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
LC-7-58-1_plag16_mia,51.35,1.32,15.74,11.51,0.29,5.25,9.04,2.45,0.3,0.11,,Glass,2.75,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
KR96BV_KR96BV-26,52.75,1.09,16.45,10.18,0.16,3.48,7.71,3.81,0.95,0.23,,Glass,4.76,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
S12-46_2-1,63.37,0.7,15.04,4.48,0.1,0.7,3.29,4.76,2.76,,,Glass,7.52,T2,"['Trachydacite', 'Quartz \nMonzonite']"
MHL-02_9_1b,50.3807,2.1004,17.5415,7.465,0.2327,5.2983,13.7213,2.6642,0.2427,0.1877,0.0277,Glass,2.9069000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S12-44_3-1,48.26,0.75,17.0,8.44,0.15,7.47,11.97,2.25,0.44,,,Glass,2.69,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
U1438_U1438E-34R4W-I6 ,51.72,0.72,15.18,8.81,0.15,5.99,9.98,2.3,0.54,0.03,,Glass,2.84,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
_ONk1-11,56.46,0.19,10.44,8.76,0.2,11.67,9.62,1.4,0.33,,0.5,Glass,1.73,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
br3-5-1-2012_br3-5-1-2012,51.06,1.16,16.84,9.28,0.17,5.43,9.13,3.29,0.6,0.17,,Glass,3.89,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
782A-39X-1-21-23_108,51.66,0.88,14.8,11.52,0.2,4.88,9.6,2.32,0.41,0.08,,Glass,2.73,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
WD15DJR33_WD33MI06B,47.3,1.64,17.94,9.78,0.18,5.02,12.05,3.01,0.56,0.3,,Glass,3.57,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
1995-CN-C_CN_C_Ol4_MI2 ,45.57,0.83,19.32,10.86,0.13,4.64,13.17,1.99,0.32,0.1,,Glass,2.31,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
TC063A_1-E,49.64,1.43,18.37,8.04,0.14,5.17,10.22,3.59,0.65,0.31,,Glass,4.24,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
8LM-339_8LM-339_B34,53.06,1.33,15.05,10.94,0.2,5.28,9.71,3.32,0.61,0.0,,Glass,3.9299999999999997,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
_CNs2-11,55.72,0.16,10.22,7.94,0.17,14.42,7.16,1.26,0.39,,1.01,Glass,1.65,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
NK-13-3_1-2-8,51.14,1.89,15.92,11.02,0.17,3.88,7.42,3.67,2.18,0.64,0.01,Glass,5.85,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
96025/1_18,64.19,1.07,15.17,5.28,0.16,1.81,2.69,4.83,2.88,0.53,,Glass,7.71,T2,"['Trachydacite', 'Quartz \nMonzonite']"
12MKJFL19B_JFL19BMI09,50.44,0.7,15.94,9.45,0.18,7.08,11.29,2.61,1.0,0.14,,Glass,3.61,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
PRO 7/8_14D-MI1,46.0,1.0,17.6,11.5,0.16,5.74,11.1,2.46,3.79,0.58,,Glass,6.25,U1,"['Tephrite', 'Foid Gabbro']"
CL196_CL196INC144,49.62,0.81,17.82,7.64,0.15,6.78,13.38,2.95,0.69,0.16,,Glass,3.64,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
_CIu4-4,55.11,,7.6,9.62,0.21,18.93,5.89,0.98,0.29,,1.35,Glass,1.27,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
06TF70_cpx3_mia,51.63,0.31,14.1,9.6,0.24,7.74,11.54,0.88,0.17,0.09,,Glass,1.05,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
616-R05 Izx_616-R05mi9 ,48.62,0.63,17.04,7.96,0.14,6.38,12.77,1.99,0.15,0.07,,Glass,2.14,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
"125-782A-2H-4,113-114_38B",52.98,0.59,16.29,9.11,0.15,5.87,10.85,2.06,0.62,0.12,,Glass,2.68,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
08WR-20_08WR-20-23B,47.12,4.51,14.51,15.04,0.26,3.96,6.84,3.07,3.96,0.7,,Glass,7.029999999999999,U1,"['Tephrite', 'Foid Gabbro']"
BR02-2_03-071-10.1,48.34,1.32,17.33,8.62,0.06,8.04,9.67,3.15,0.5,0.22,,Glass,3.65,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
RC09-10_RC-10-1-7-1,47.13,1.97,17.13,7.81,0.09,7.9,10.85,4.01,1.53,0.97,,Glass,5.54,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
KR96BV_KR96BV-6,52.44,1.13,17.06,8.81,0.15,3.91,7.97,3.74,0.94,0.17,,Glass,4.68,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
F42_MI32,63.38,0.55,7.51,7.54,0.36,0.02,0.33,2.51,4.14,,,Glass,6.6499999999999995,O3,"['Dacite', 'Granodiorite']"
Astroni 1_CF69_cpx_134_mi_1,55.07,0.47,17.21,3.2,0.17,0.46,2.1,5.15,8.47,0.1,,Glass,13.620000000000001,Ph,"['Phonolite', 'Foid Syenite']"
_CIu4-23,58.26,0.07,9.5,7.67,0.14,11.6,7.01,1.39,0.33,,0.15,Glass,1.72,O2,"['Andesite', 'Diorite']"
AO15_15-10-b,48.97,0.89,15.92,9.18,0.19,6.09,10.88,3.84,1.27,,,Glass,5.109999999999999,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
