Citation,Volcano,SampleID,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,NiO,Mineral,Host
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB14_PB14Oa,52.77,1.29,13.82,12.18,0.21,2.73,10.76,2.67,0.88,0.22,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB14_PB14Ob,53.1,1.39,14.07,11.83,0.2,2.31,10.72,2.63,0.91,0.26,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB14_PB14Oc,51.88,1.2,13.26,12.9,0.24,3.91,10.19,2.45,0.83,0.19,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB14_PB14Od,53.48,1.33,14.4,11.68,0.23,2.81,10.16,2.97,0.93,0.22,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB14_PB14Oe,52.93,1.17,14.1,11.85,0.21,2.49,10.54,2.54,0.9,0.19,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB14_PB14Of,53.33,1.39,14.25,11.58,0.23,2.43,10.58,2.63,0.96,0.21,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB14_PB14Og,52.62,1.4,13.87,12.34,0.2,2.88,10.51,2.7,0.88,0.21,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB14_PB14P,52.53,1.16,13.81,12.41,0.18,3.46,10.07,2.48,0.91,0.21,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB14_PB14Q,53.54,1.27,14.3,11.47,0.2,1.81,10.67,2.72,0.92,0.23,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62A,47.48,0.77,16.01,14.99,0.38,5.12,11.73,2.33,0.57,0.16,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62B,49.56,0.88,15.39,13.46,0.2,5.41,10.44,2.83,0.72,0.07,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62C,51.57,1.24,14.53,14.09,0.32,4.55,9.96,2.62,0.96,0.15,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62D,47.26,0.75,17.08,13.96,0.36,4.94,12.76,2.3,0.52,0.23,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62E,45.97,0.6,16.81,14.94,0.23,5.25,12.12,2.34,0.47,0,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62F,46.64,0.66,17.64,14.38,0.35,3.93,13.66,2.13,0.46,0.02,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62G,52.67,1.29,14.56,12.63,0.26,2.98,10.68,2.86,0.96,0.31,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62H,50.12,1.08,15.4,13.32,0.25,3.54,11.42,2.69,0.67,0.22,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62Ja,45.78,0.6,16.25,15.27,0.3,4.97,12.42,2.06,0.39,0.1,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62Jb,47.25,0.81,16.96,14.29,0.28,3.35,12.8,2.1,0.42,0.17,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62La,46.57,0.78,18.25,12.68,0.14,3.26,14.33,2.03,0.48,0.23,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62Lb,46.41,0.83,17.66,12.97,0.22,3.26,14.58,1.94,0.44,0.2,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62Lc,46.87,0.84,18.54,12.23,0.21,2.73,14.97,2.35,0.46,0.12,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62Ld,46.27,0.76,18.93,12.61,0.24,2.65,14.29,2.38,0.47,0.22,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62N,52.17,1.38,14.21,13.57,0.27,2.96,10.5,2.36,0.95,0.15,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62O,51.79,1.21,13.86,13.1,0.21,4.12,10.44,2.63,0.88,0.2,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62Q,52.23,1.24,14.86,12.79,0.21,2.69,10.96,2.82,0.86,0.22,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB62_PB62R,52.85,1.26,14.72,10.28,0.15,3.88,10.71,2.87,1.01,0.19,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB640-1A,49.1,0.62,14.6,11.13,0.15,7.21,9.4,2.8,0.59,0.07,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB640-2,49.71,0.74,14.95,11.99,0.18,7.27,9.46,2.27,0.55,0.04,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB640-3,53.21,1.36,13.81,12.42,0.25,4.43,9.53,2.77,1.04,0.22,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64A,50.52,0.92,14.77,11.31,0.19,5.55,9.37,2.95,0.72,0.02,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64B,47.05,0.54,16.27,10.05,0.17,8.23,11.29,2.01,0.37,0.01,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64C,49.36,0.81,15.06,12.27,0.15,5.26,10,2.81,0.7,0.04,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64C-2,48.07,0.59,15.2,10.85,0.18,7.83,10.31,2.34,0.48,0.01,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64D,52.62,1.09,13.68,11.47,0.21,5.32,9.19,2.73,0.97,0.16,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64F,48.18,0.5,15.3,11.73,0.17,7.38,10.25,2.42,0.48,0.01,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64G,49.54,0.56,15.45,10.4,0.16,7.17,9.58,2.96,0.5,0,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64H,48.17,0.63,15.84,13.74,0.2,6.32,9.69,2.28,0.58,0.03,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64I-1,48.73,0.8,16.72,12.59,0.22,4.98,10.12,3.07,0.86,0.12,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64I-2,48.86,0.79,16.46,12.89,0.27,5.04,10.27,3.21,0.86,0.14,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64I-3,47.51,0.83,16.15,13.61,0.25,5.52,10.75,2.72,0.68,0.17,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64I-4,47.98,0.83,16.48,12.92,0.29,5.26,11.05,2.69,0.69,0.15,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64I-5,48.05,0.89,16.1,13.2,0.26,5.37,10.93,2.63,0.7,0.1,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64I-6,47.76,1.37,15.38,13.4,0.27,5.62,11.4,2.36,0.56,0.08,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64I-7,48.58,0.88,16.23,12.52,0.24,5.21,10.07,3.18,0.89,0.14,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64K-1,50,1.52,14.81,12.41,0.24,4.97,9.6,3.36,1.22,0.22,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64K-2,53.7,1.33,13.79,12.62,0.28,4.51,7.72,3.46,1.42,0.17,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64M-1,45.67,0.95,17.94,10.16,0.16,6.48,11.92,2.78,0.68,0.1,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64M-2,46.36,0.95,17.06,10.28,0.2,7.01,11.33,2.45,0.67,0.14,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",SARIGAN,SA93_SA93A,49.55,1.09,19.72,5.49,0.15,1.78,12.68,2.79,0.61,0.06,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",SARIGAN,SA93_SA93B,49.51,1.01,16.57,7.76,0.14,4.59,11.89,2.34,0.31,0.02,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",SARIGAN,SA93_SA93D,51.17,0.9,15.99,8.47,0.18,4.91,10.14,2.7,0.5,0.08,,,Glass,Olivine
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",SARIGAN,SA93_SA93E,54.57,1.07,17.02,8.88,0.18,1.43,9.12,3.48,0.73,0.11,,,Glass,Olivine
"Kelley, K.A. and Cottrell, E., 2012. The influence of magmatic differentiation on the oxidation state of Fe in a basaltic arc magma. Earth and Planetary Science Letters, 329, pp.109-121.",BIG PINE VOLCANIC FIELD,DF-BP-08-19B_1,48.4,1.54,16.51,5.83,0.22,5.73,13.61,3.31,1.35,0.83,,,Glass,Olivine
"Kelley, K.A. and Cottrell, E., 2012. The influence of magmatic differentiation on the oxidation state of Fe in a basaltic arc magma. Earth and Planetary Science Letters, 329, pp.109-121.",BIG PINE VOLCANIC FIELD,DF-BP-08-19B_2,47.37,1.87,17.98,6.54,0.18,5.34,9.92,3.69,2.15,1.41,,,Glass,Olivine
"Kelley, K.A. and Cottrell, E., 2012. The influence of magmatic differentiation on the oxidation state of Fe in a basaltic arc magma. Earth and Planetary Science Letters, 329, pp.109-121.",BIG PINE VOLCANIC FIELD,DF-BP-08-19B_3,46.74,1.89,17.8,8.01,0.17,4.9,10.09,3.55,2.12,1.34,,,Glass,Olivine
"Kelley, K.A. and Cottrell, E., 2012. The influence of magmatic differentiation on the oxidation state of Fe in a basaltic arc magma. Earth and Planetary Science Letters, 329, pp.109-121.",BIG PINE VOLCANIC FIELD,DF-BP-08-19B_4,46.69,1.84,17.71,7.14,0.23,5.57,10.82,3.45,2.08,1.35,,,Glass,Olivine
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-22,49.14,0.71,15.74,8.83,,5.55,11.34,3.2,1.5,,,,Glass,Olivine
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-23B,48.19,0.75,13.51,8.61,,5.84,14.81,2.3,1.15,,,,Glass,Olivine
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-24,48.79,0.84,15.07,8.31,,5.43,12.88,2.62,1.39,,,,Glass,Olivine
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-25,48.77,0.66,13.98,9.13,,6.16,13.97,2.34,1.21,,,,Glass,Olivine
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-26,48.4,0.86,15.61,7.92,,5.59,12.37,2.67,1.93,,,,Glass,Olivine
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-28A,48.87,0.8,15.6,8.41,,5.45,12.81,2.51,1.36,,,,Glass,Olivine
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-31,48.7,0.77,15.06,8.61,,5.42,13.13,2.53,1.43,,,,Glass,Olivine
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-32,48.73,0.95,14.59,8.03,,5.57,12.59,3.02,1.84,,,,Glass,Olivine
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-32BIS,48.73,0.95,14.59,8.03,,5.57,12.59,3.02,1.84,,,,Glass,Olivine
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-36,51.49,0.97,15.06,7.48,,5.31,11.29,2.98,1.74,,,,Glass,Olivine
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-37,48.24,0.84,14.65,8.26,,5.7,12.29,2.78,1.9,,,,Glass,Olivine
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-38,49.1,0.82,14.41,8.22,,5.68,12.69,2.85,1.49,,,,Glass,Olivine
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-43,46.44,1.01,13.12,7.26,,6.85,16.05,2.38,1.25,,,,Glass,Olivine
