Citation,Volcano,Sample ID,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,NiO,Mineral
"Rasmussen, D.J., Plank, T.A., 2021. Melt inclusion data for the central-eastern Aleutian volcanoes. Earthchem data submission.",SHISHALDIN,Virgin 1A_VIR1AMI02,47.17,0.89,16.28,8.22,0.13,4.71,16.2,1.96,0.63,0.19,,,Glass
"Brounce, M.N., Kelley, K.A. and Cottrell, E., 2014. Variations in Fe3+/? Fe of Mariana Arc basalts and mantle wedge f O2. Journal of Petrology, 55(12), pp.2513-2536.",ALAMAGAN,Ala02_11,45.72,0.61,18.63,8.8,0.21,5.59,13.1,1.63,0.32,0.09,,,Glass
"de Maisonneuve, C.B., Dungan, M.A., Bachmann, O. and Burgisser, A., 2012. Insights into shallow magma storage and crystallization at Volcán Llaima (Andean southern volcanic zone, Chile). Journal of Volcanology and Geothermal Research, 211, pp.76-91.",LLAIMA,8LM-338_8LM-338_C13d,52.94,1.24,16.37,10.31,0.21,4.43,9.96,3.32,0.7,0.0,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",FARALLON DE PÁJAROS (URACAS), 04 URAC-6_URAC6Brh_76,50.06,1.26,14.59,16.28,0.3,3.59,9.4,2.63,0.6,0.16,,,Glass
"Rowe, M.C., Kent, A.J. and Nielsen, R.L., 2009. Subduction influence on oxygen fugacity and trace and volatile elements in basalts across the Cascade Volcanic Arc. Journal of Petrology, 50(1), pp.61-91.",,WF02-1_05-011-3,49.64,1.74,17.67,6.55,0.11,8.35,10.95,3.47,0.52,0.5,,,Glass
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-H4b,48.11,1.81,14.56,11.33,0.3,3.77,8.78,3.57,2.36,1.03,,0.07,Glass
Hartleyetal2014,LAKI,MHL-18_40_4,49.6461,2.228,15.3033,9.7468,0.186,5.1948,13.3429,2.7443,0.309,0.2698,0.0927,,Glass
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-C11,49.65,1.77,15.12,10.04,0.18,3.96,7.33,4.47,2.52,0.7,,,Glass
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",GOOSENEST,GOOSENEST VOLCANO S-73_3,53.3,1.31,18.5,9.39,0.1,4.84,8.68,2.67,0.88,0.35,,,Glass
"Moretti, R., Métrich, N., Arienzo, I., Di Renzo, V., Aiuppa, A. and Allard, P., 2018. Degassing vs. eruptive styles at Mt. Etna volcano (Sicily, Italy). Part I: Volatile stocking, gas fluxing, and the shift from low-energy to highly explosive basaltic eruptions. Chemical Geology, 482, pp.1-17.",ETNA,BN1997-98_pt29 incl,49.66,2.37,16.21,10.42,0.15,4.17,7.01,5.28,3.18,1.12,,,Glass
"Tolstykh, M.L., Naumov, V.B., Gavrilenko, M.G., Ozerov, A.Y. and Kononkova, N.N., 2012. Chemical composition, volatile components, and trace elements in the melts of the Gorely volcanic center, southern Kamchatka: Evidence from inclusions in minerals. Geochemistry International, 50(6), pp.522-550.",GORELY,GOR-188_3,53.97,0.77,20.95,4.32,0.03,1.77,6.42,2.79,7.31,0.31,,,Glass
"Umino, S., Kanayama, K., Kitamura, K., Tamura, A., Ishizuka, O., Senda, R. and Arai, S., 2018. Did boninite originate from the heterogeneous mantle with recycled ancient slab?. Island Arc, 27(1), p.e12221.",,_AMs3-26,57.31,0.05,8.33,8.06,0.14,13.2,6.67,1.15,0.35,,0.9,,Glass
"Rowe, M.C., Lassiter, J.C. and Goff, K., 2015. Basalt volatile fluctuations during continental rifting: An example from the Rio Grande Rift, USA. Geochemistry, Geophysics, Geosystems, 16(5), pp.1254-1273.",,EA 10_91EA-11-2-1,51.63,1.68,16.99,6.9,0.13,7.7,9.63,4.11,0.73,0.49,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",MARIANA TROUGH,MARA8-5_MARA8_11B,52.16,0.9,17.83,6.08,0.13,4.68,13.11,2.55,0.45,0.12,,,Glass
"Özdemir, Y., Blundy, J. and Güleç, N., 2011. The importance of fractional crystallization and magma mixing in controlling chemical differentiation at Süphan stratovolcano, eastern Anatolia, Turkey. Contributions to Mineralogy and Petrology, 162(3), pp.573-597.",SUPHAN,200552_BIO16,76.17,0.06,12.46,0.61,,0.03,0.37,2.34,5.19,,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",PAGAN,AS03-PAGAN-5_PAGAN5-2_90 ,50.05,0.97,14.71,12.67,0.21,5.01,9.43,3.04,0.66,0.16,,,Glass
Hartleyetal2018,HOLUHRAUN,3-MSR-7-MI1,49.76,1.79,13.27,12.47,0.23,6.93,11.49,2.51,0.19,0.19,,0.03,Glass
"Tolstykh, M.L., Pevzner, M.M., Naumov, V.B., Babanskii, A.D. and Kononkova, N.N., 2015. Types of parental melts of pyroclastic rocks of various structural–age complexes of the Shiveluch volcanic massif, Kamchatka: Evidence from inclusions in minerals. Petrology, 23(5), pp.480-517.",SHIVELUCH,609/11_16,71.92,0.2,12.52,1.16,0.02,0.33,1.08,4.4,2.55,,,,Glass
"Zimmer, M.M., Plank, T., Hauri, E.H., Yogodzinski, G.M., Stelling, P., Larsen, J., Singer, B., Jicha, B., Mandeville, C. and Nye, C.J., 2010. The role of water in generating the calc-alkaline trend: new volatile data for Aleutian magmas and a new tholeiitic index. Journal of Petrology, 51(12), pp.2411-2444. doi:10.1093/petrology/egq062",AUGUSTINE,05AUNY17_oliv13mi1,49.59,0.9,17.47,6.72,0.21,2.58,10.63,1.86,0.39,0.1,,,Glass
"Rowe, M.C. and Lassiter, J.C., 2009. Chlorine enrichment in central Rio Grande Rift basaltic melt inclusions: Evidence for subduction modification of the lithospheric mantle. Geology, 37(5), pp.439-442.",,_ZB-1-11-1,50.21,1.81,15.2,11.76,0.12,7.71,8.88,2.95,0.77,0.23,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",MARIANA TROUGH,ALV-1846-9_ALV1846-9_55,49.64,0.49,17.47,6.31,0.11,6.5,14.76,2.0,0.74,0.1,,,Glass
"Fourmentraux, C., Métrich, N., Bertagnini, A. and Rosi, M., 2012. Crystal fractionation, magma step ascent, and syn-eruptive mingling: the Averno 2 eruption (Phlegraean Fields, Italy). Contributions to Mineralogy and Petrology, 163(6), pp.1121-1137.",CAMPI FLEGREI,CMB_MI-32,58.69,0.48,17.48,3.39,0.25,0.38,2.15,4.41,7.91,0.08,,,Glass
"Rasmussen, D.J., Plank, T.A., 2021. Melt inclusion data for the central-eastern Aleutian volcanoes. Earthchem data submission.",MAKUSHIN,12MKJFL19B_JFL019BMI04B,49.67,0.72,16.88,10.22,0.2,6.78,11.83,2.64,0.94,0.17,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",GUGUAN,D46-1-2_D46-1-2_11,47.55,0.97,17.41,6.48,0.12,8.28,13.5,2.69,0.74,0.18,,,Glass
"Rasmussen, D.J., Plank, T.A., 2021. Melt inclusion data for the central-eastern Aleutian volcanoes. Earthchem data submission.",FISHER,FI15DJR38_FI38MI02,49.41,1.38,15.72,11.73,0.23,6.06,10.7,2.69,0.5,0.19,,,Glass
"Robidoux, P., Aiuppa, A., Rotolo, S.G., Rizzo, A.L., Hauri, E.H. and Frezzotti, M.L., 2017. Volatile contents of mafic-to-intermediate magmas at San Cristóbal volcano in Nicaragua. Lithos, 272, pp.147-163.",SAN CRISTOBAL,SC5C_SC5Cr6a,47.9,0.85,14.88,12.41,0.25,5.32,9.5,3.02,0.63,0.48,,,Glass
"Portnyagin, M.V., Naumov, V.B., Mironov, N.L., Belousov, I.A. and Kononkova, N.N., 2011. Composition and evolution of the melts erupted in 1996 at Karymskoe Lake, Eastern Kamchatka: Evidence from inclusions in minerals. Geochemistry International, 49(11), pp.1085-1110.",KARYMSKY,KR99/96_KR99/96-27,53.57,1.01,16.63,9.45,0.23,3.31,8.17,3.04,0.77,0.17,,,Glass
"Özdemir, Y., Blundy, J. and Güleç, N., 2011. The importance of fractional crystallization and magma mixing in controlling chemical differentiation at Süphan stratovolcano, eastern Anatolia, Turkey. Contributions to Mineralogy and Petrology, 162(3), pp.573-597.",SUPHAN,200510_PL9,72.09,0.36,12.58,2.87,0.06,0.29,0.89,5.04,3.56,0.11,,,Glass
"Rowe, M.C., Kent, A.J. and Nielsen, R.L., 2009. Subduction influence on oxygen fugacity and trace and volatile elements in basalts across the Cascade Volcanic Arc. Journal of Petrology, 50(1), pp.61-91.",,TB02-1_04-028-14.2,46.83,2.83,16.75,8.33,0.12,8.57,11.48,2.15,0.48,0.31,,,Glass
"Hudgins, T.R., Mukasa, S.B., Simon, A.C., Moore, G. and Barifaijo, E., 2015. Melt inclusion evidence for CO 2-rich melts beneath the western branch of the East African Rift: implications for long-term storage of volatiles in the deep lithospheric mantle. Contributions to Mineralogy and Petrology, 169(5), p.46.",BUFUMBIRA,08WR-16_08WR-16-1,43.56,3.33,11.94,12.86,0.26,12.29,9.18,2.95,2.95,0.7,,,Glass
"Portnyagin, M.V., Naumov, V.B., Mironov, N.L., Belousov, I.A. and Kononkova, N.N., 2011. Composition and evolution of the melts erupted in 1996 at Karymskoe Lake, Eastern Kamchatka: Evidence from inclusions in minerals. Geochemistry International, 49(11), pp.1085-1110.",KARYMSKY,KR99/96_KR99/96-21,54.1,1.46,12.93,11.45,0.22,5.28,6.85,3.69,1.2,0.33,,,Glass
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O51.MIA,48.32,1.37,16.36,7.44,0.17,4.79,12.48,2.73,1.64,0.34,0.09,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-29X-6-124-126_85,65.64,0.51,13.7,4.32,0.25,0.69,3.37,3.83,0.77,0.17,,,Glass
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2013_ 2013-2a,47.41,2.03,18.46,7.04,0.11,2.22,10.68,5.63,2.69,1.15,,,Glass
"Roggensack, K., 2001. Sizing up crystals and their melt inclusions: a new approach to crystallization studies. Earth and Planetary Science Letters, 187(1-2), pp.221-237.",CERRO NEGRO,1867_36A,49.77,0.81,18.55,10.07,,5.42,13.19,1.95,0.25,,,,Glass
Hartleyetal2018,HOLUHRAUN,H14-6-MI4,48.88,1.24,13.89,10.79,0.19,9.13,12.56,1.98,0.12,0.05,0.04,0.02,Glass
"Schiavi, F., Kobayashi, K., Nakamura, E., Tiepolo, M. and Vannucci, R., 2012. Trace element and Pb–B–Li isotope systematics of olivine-hosted melt inclusions: insights into source metasomatism beneath Stromboli (southern Italy). Contributions to Mineralogy and Petrology, 163(6), pp.1011-1031.",STROMBOLI,ST082_MI28A,46.57,1.22,15.59,7.6,0.17,5.11,13.23,2.22,1.66,0.55,,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-41X-2-53-55_112,62.8,0.79,15.1,4.43,0.21,1.35,4.41,4.0,1.13,0.25,,,Glass
"Iddon, F. and Edmonds, M., 2020. Volatile?rich magmas distributed through the upper crust in the Main Ethiopian Rift. Geochemistry, Geophysics, Geosystems, 21(6), p.e2019GC008904.",ALUTO,MER057A_MI100,74.04,0.32,8.58,6.03,0.32,,0.21,5.52,4.06,0.03,,,Glass
Blundyetal2006,SHIVELUCH,shv202003_m16s20031-1e,72.43,0.29,13.96,1.1,,0.25,1.64,4.89,2.66,,,,Glass
"Rowe, M.C. and Lassiter, J.C., 2009. Chlorine enrichment in central Rio Grande Rift basaltic melt inclusions: Evidence for subduction modification of the lithospheric mantle. Geology, 37(5), pp.439-442.",,_AV-1-8-3,48.74,1.71,13.86,9.99,0.16,7.1,9.77,2.52,0.59,0.3,,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-19X-2-24-26_45,51.8,0.67,14.6,10.2,0.2,6.02,10.66,1.91,0.19,0.11,,,Glass
"Moretti, R., Métrich, N., Arienzo, I., Di Renzo, V., Aiuppa, A. and Allard, P., 2018. Degassing vs. eruptive styles at Mt. Etna volcano (Sicily, Italy). Part I: Volatile stocking, gas fluxing, and the shift from low-energy to highly explosive basaltic eruptions. Chemical Geology, 482, pp.1-17.",ETNA,SEC Feb. 1999_CSEA inc-2,45.08,1.89,17.05,9.68,0.24,4.63,10.69,3.67,2.01,0.7,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",IZU-TORISHIMA,616-R05 Izx_616-R05mi31 ,49.74,0.72,17.1,7.76,0.17,5.03,13.19,2.17,0.14,0.08,,,Glass
"Rowe, M.C., Kent, A.J. and Nielsen, R.L., 2009. Subduction influence on oxygen fugacity and trace and volatile elements in basalts across the Cascade Volcanic Arc. Journal of Petrology, 50(1), pp.61-91.",,CM02-2_03-013-4.2,49.29,1.42,19.59,8.11,0.1,8.07,11.71,2.66,1.45,0.45,,,Glass
"Brandl, P.A., Hamada, M., Arculus, R.J., Johnson, K., Marsaglia, K.M., Savov, I.P., Ishizuka, O. and Li, H., 2017. The arc arises: The links between volcanic output, arc evolution and melt composition. Earth and Planetary Science Letters, 461, pp.73-84.",PALAU-KYUSHU RIDGE,U1438_U1438D-60R4-I6 ,52.02,0.88,16.28,7.69,0.18,5.64,8.84,2.78,0.72,0.3,,,Glass
"Rowe, M.C., Kent, A.J. and Nielsen, R.L., 2009. Subduction influence on oxygen fugacity and trace and volatile elements in basalts across the Cascade Volcanic Arc. Journal of Petrology, 50(1), pp.61-91.",,BR02-2_03-049-11.2,48.87,1.33,16.3,10.36,0.18,9.31,9.79,2.97,0.42,0.27,,,Glass
"Tolstykh, M.L., Pevzner, M.M., Naumov, V.B., Babanskii, A.D. and Kononkova, N.N., 2015. Types of parental melts of pyroclastic rocks of various structural–age complexes of the Shiveluch volcanic massif, Kamchatka: Evidence from inclusions in minerals. Petrology, 23(5), pp.480-517.",SHIVELUCH,609/11_8,67.38,0.26,13.33,1.55,0.06,0.4,1.35,4.2,3.08,,,,Glass
"Zimmer, M.M., Plank, T., Hauri, E.H., Yogodzinski, G.M., Stelling, P., Larsen, J., Singer, B., Jicha, B., Mandeville, C. and Nye, C.J., 2010. The role of water in generating the calc-alkaline trend: new volatile data for Aleutian magmas and a new tholeiitic index. Journal of Petrology, 51(12), pp.2411-2444. doi:10.1093/petrology/egq062",OKMOK,03JLOK-gates2d _ol1mi1 ,53.31,2.25,14.27,11.31,0.23,3.49,9.85,2.56,1.28,0.33,,,Glass
"de Maisonneuve, C.B., Dungan, M.A., Bachmann, O. and Burgisser, A., 2012. Insights into shallow magma storage and crystallization at Volcán Llaima (Andean southern volcanic zone, Chile). Journal of Volcanology and Geothermal Research, 211, pp.76-91.",LLAIMA,8LM-331A_8LM-331A_B2,55.7,1.65,14.15,10.43,0.19,4.43,8.66,3.41,0.93,0.14,,,Glass
"Özdemir, Y., Blundy, J. and Güleç, N., 2011. The importance of fractional crystallization and magma mixing in controlling chemical differentiation at Süphan stratovolcano, eastern Anatolia, Turkey. Contributions to Mineralogy and Petrology, 162(3), pp.573-597.",SUPHAN,200510_PL3,71.03,0.6,12.15,3.64,0.14,0.33,1.04,5.05,3.9,0.08,,,Glass
"Brounce, M.N., Kelley, K.A. and Cottrell, E., 2014. Variations in Fe3+/? Fe of Mariana Arc basalts and mantle wedge f O2. Journal of Petrology, 55(12), pp.2513-2536.",GUGUAN,Gug23-02_4,53.21,1.09,17.94,8.68,0.19,4.28,10.52,3.15,0.59,0.16,,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-29X-5-13-15_80,57.6,0.75,12.9,10.24,0.37,3.17,5.98,3.14,0.46,0.14,,,Glass
"Rowe, M.C., Lassiter, J.C. and Goff, K., 2015. Basalt volatile fluctuations during continental rifting: An example from the Rio Grande Rift, USA. Geochemistry, Geophysics, Geosystems, 16(5), pp.1254-1273.",,RC09-9_RC-9-2-3-2,45.47,1.5,16.53,10.2,0.17,7.71,10.82,4.42,1.19,1.25,,,Glass
"Moretti, R., Métrich, N., Arienzo, I., Di Renzo, V., Aiuppa, A. and Allard, P., 2018. Degassing vs. eruptive styles at Mt. Etna volcano (Sicily, Italy). Part I: Volatile stocking, gas fluxing, and the shift from low-energy to highly explosive basaltic eruptions. Chemical Geology, 482, pp.1-17.",ETNA,BN1997-98_c7  pt 2,49.6,1.73,17.04,10.12,0.11,3.56,8.43,2.42,2.83,0.64,,,Glass
Hartleyetal2018,HOLUHRAUN,WM-3-MI1,49.9,1.77,13.21,12.48,0.22,6.76,11.46,2.33,0.22,0.19,0.02,,Glass
"Özdemir, Y., Blundy, J. and Güleç, N., 2011. The importance of fractional crystallization and magma mixing in controlling chemical differentiation at Süphan stratovolcano, eastern Anatolia, Turkey. Contributions to Mineralogy and Petrology, 162(3), pp.573-597.",SUPHAN,200568_PL6,66.02,0.15,19.71,1.29,0.04,0.05,3.4,2.22,6.99,0.04,,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-21X-5-43-45_55,48.03,0.79,14.7,11.58,0.35,5.05,10.48,1.89,0.13,0.11,,,Glass
"Berlo, K., Stix, J., Roggensack, K. and Ghaleb, B., 2012. A tale of two magmas, Fuego, Guatemala. Bulletin of volcanology, 74(2), pp.377-390.",FUEGO,1974-5-5C_5-5C,52.26,1.31,17.27,10.17,0.16,3.73,9.1,4.72,0.53,0.13,,,Glass
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,FS_ FS-28b,46.67,0.93,10.22,7.98,0.13,8.38,15.11,1.71,0.84,0.17,,,Glass
"Corsaro, R.A. and Métrich, N., 2016. Chemical heterogeneity of Mt. Etna magmas in the last 15 ka. Inferences on their mantle sources. Lithos, 252, pp.123-134.",ETNA,FS6_FS06-OL24,47.82,0.99,11.1,8.29,,5.98,15.84,1.74,0.85,0.3,,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-21X-2-50-52_51,54.1,1.18,14.4,12.92,0.19,4.2,8.28,2.4,0.36,0.08,,,Glass
"Stock, M.J., Humphreys, M.C., Smith, V.C., Isaia, R., Brooker, R.A. and Pyle, D.M., 2018. Tracking volatile behaviour in sub-volcanic plumbing systems using apatite and glass: insights into pre-eruptive processes at Campi Flegrei, Italy. Journal of Petrology, 59(12), pp.2463-2492.",CAMPI FLEGREI,Astroni 1_CF69_cpx_145_mi_1,55.07,0.45,17.48,3.6,0.09,0.6,2.47,3.93,8.06,0.17,,,Glass
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-4,49.42,1.6,15.66,10.2,0.12,3.67,7.75,4.66,2.26,0.83,,,Glass
"Brandl, P.A., Hamada, M., Arculus, R.J., Johnson, K., Marsaglia, K.M., Savov, I.P., Ishizuka, O. and Li, H., 2017. The arc arises: The links between volcanic output, arc evolution and melt composition. Earth and Planetary Science Letters, 461, pp.73-84.",PALAU-KYUSHU RIDGE,U1438_U1438E-34R4W-I13 ,56.98,0.97,17.06,8.06,0.16,3.12,6.5,3.22,0.93,0.17,,,Glass
"Rowe, M.C., Kent, A.J. and Nielsen, R.L., 2009. Subduction influence on oxygen fugacity and trace and volatile elements in basalts across the Cascade Volcanic Arc. Journal of Petrology, 50(1), pp.61-91.",,BC02-1_03-016-58.2,47.46,1.36,16.07,11.78,0.15,8.1,9.34,3.2,0.57,0.3,,,Glass
Hartleyetal2014,LAKI,MHL-01_11_6,46.3632,0.0388,33.9518,0.7732,-0.0423,0.1793,17.7699,1.4186,0.0306,0.036,,0.0597,Glass
"Rasmussen, D.J., Plank, T.A., 2021. Melt inclusion data for the central-eastern Aleutian volcanoes. Earthchem data submission.",WESTDAHL,WD15DJR23_WD23MI04,45.7,1.37,17.28,10.79,0.22,6.45,12.56,2.48,0.31,0.18,,,Glass
Blundyetal2006,SHIVELUCH,shiv01/#1_m4s110-1e,69.98,0.35,13.45,1.61,,0.36,1.27,4.88,3.15,,,,Glass
Hartleyetal2014,LAKI,MHL-18_40_2,50.2654,2.3429,15.6282,9.872,0.2219,4.7962,13.0989,2.8213,0.3505,0.2709,0.0457,0.0806,Glass
"Fourmentraux, C., Métrich, N., Bertagnini, A. and Rosi, M., 2012. Crystal fractionation, magma step ascent, and syn-eruptive mingling: the Averno 2 eruption (Phlegraean Fields, Italy). Contributions to Mineralogy and Petrology, 163(6), pp.1121-1137.",CAMPI FLEGREI,A0_MI-13b,60.9,0.47,18.01,2.89,0.17,0.15,1.28,5.71,6.55,0.03,,,Glass
"Rowe, M.C., Lassiter, J.C. and Goff, K., 2015. Basalt volatile fluctuations during continental rifting: An example from the Rio Grande Rift, USA. Geochemistry, Geophysics, Geosystems, 16(5), pp.1254-1273.",,ZB06-2_ZB-1-9-1.3,49.4,1.54,15.24,11.72,0.16,7.6,9.23,2.9,0.53,0.19,,,Glass
"Beier, C., Haase, K.M., Brandl, P.A. and Krumm, S.H., 2017. Primitive andesites from the Taupo Volcanic Zone formed by magma mixing. Contributions to Mineralogy and Petrology, 172(5), p.33.",PUKEONAKE,NZ 3_,66.48,1.2,15.01,3.2,0.05,0.89,2.92,3.08,3.7,0.34,,,Glass
