,Sample Name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,ZrO2,Mineral,Source
2210,OM15-6,41.1139,0.00739,0.53749,6.47669,0.15842,35.84477,0.07893,,,,,,Serpentine,deObesoandKelemen2020
2211,OM15-6,42.29101,,0.18158,6.36628,0.12262,38.23756,,,,,,,Serpentine,deObesoandKelemen2020
2212,OM15-7,36.85065,,0.10879,9.96126,,37.48111,,,,,,,Serpentine,deObesoandKelemen2020
2213,OM15-7,45.96122,,0.13824,3.89483,,37.94674,,,,,,,Serpentine,deObesoandKelemen2020
2214,OM15-7,46.53079,,,9.89939,,30.55618,0.16518,,,,,,Serpentine,deObesoandKelemen2020
2215,OM15-7,44.99362,0.0582,2.29812,8.93172,0.09933,30.7524,0.24821,,,,0.64465,,Serpentine,deObesoandKelemen2020
2216,OM15-7,46.11362,,0.42948,10.62514,0.07783,29.78299,0.23389,,,,,,Serpentine,deObesoandKelemen2020
2217,OM15-7,45.70003,,0.25295,11.32817,,29.11988,0.30581,,,,,,Serpentine,deObesoandKelemen2020
2218,OM15-5,37.63644,0.13539,0.42223,18.53142,,25.19416,0.42788,,,,,,Serpentine,deObesoandKelemen2020
2219,OM15-5,41.30954,,0.65519,14.58031,,28.44159,0.59978,,,,,,Serpentine,deObesoandKelemen2020
2220,OM15-5,43.6086,,0.1127,6.25082,0.09181,36.31305,0.35646,,,,,,Serpentine,deObesoandKelemen2020
2221,OM15-6,33.24116,,0.36023,29.06122,0.23064,20.99811,0.46496,,,,,,Serpentine,deObesoandKelemen2020
2222,OM15-6,40.36738,,0.63138,13.11484,,28.3355,0.43296,,,,,,Serpentine,deObesoandKelemen2020
2223,OM15-6,40.81916,,0.51187,18.06422,0.04347,27.90224,0.22588,,,,,,Serpentine,deObesoandKelemen2020
2224,OM15-6,42.95248,,0.16276,6.22047,0.04743,35.91588,0.07074,,,,,,Serpentine,deObesoandKelemen2020
2225,OM15-6,43.99942,,0.21774,7.13362,,34.3799,0.12371,,,,,,Serpentine,deObesoandKelemen2020
2226,OM15-6,37.20955,,0.19745,19.59022,,27.64269,0.17789,,,,,,Serpentine,deObesoandKelemen2020
2227,OM15-6,43.60807,0.0509,0.73434,12.85622,0.04288,31.07072,0.29829,,,,0.13485,,Serpentine,deObesoandKelemen2020
2228,OM15-6,43.2197,,0.57657,7.48664,0.08142,36.53368,0.06692,,,,0.08499,,Serpentine,deObesoandKelemen2020
2229,OM15-6,42.23818,,0.28168,9.76049,0.04074,31.16866,0.24381,,,,0.24424,,Serpentine,deObesoandKelemen2020
2230,OM15-6,41.80104,,0.64146,12.74069,,28.00988,0.56857,,,,0.11346,,Serpentine,deObesoandKelemen2020
2231,OM15-6,34.87505,0.10905,0.44454,29.32323,,22.02375,0.34722,,,,0.26154,,Serpentine,deObesoandKelemen2020
2232,OM15-6,32.18846,0.038,0.44972,34.30732,0.87193,20.48043,0.45858,,,,,,Serpentine,deObesoandKelemen2020
2233,OM15-6,40.81649,,0.71501,21.47678,0.09581,25.33756,0.44149,,,,0.06837,,Serpentine,deObesoandKelemen2020
2234,OM15-6,40.41364,,,15.88121,,30.23763,0.20286,,,,,,Serpentine,deObesoandKelemen2020
2235,OM15-6,42.27953,,0.29786,7.55686,0.11519,35.92571,,,,,,,Serpentine,deObesoandKelemen2020
2236,OM15-6,39.59244,,0.13046,8.91267,,33.8155,0.22318,,,,,,Serpentine,deObesoandKelemen2020
2237,OM15-6,38.46682,,0.35915,16.16109,,31.03884,0.11562,,,,,,Serpentine,deObesoandKelemen2020
2238,OM15-6,38.46075,,0.42819,14.00025,0.1435,32.51933,0.11624,,,,0.18809,,Serpentine,deObesoandKelemen2020
2239,OM15-6,40.93552,,0.15775,8.19545,0.12896,34.9601,0.07812,,,,,,Serpentine,deObesoandKelemen2020
2240,OM15-6,40.76842,,,15.22444,0.0711,30.49082,0.08466,,,,,,Serpentine,deObesoandKelemen2020
2241,OM15-6,42.70527,,0.12288,4.33358,,39.14338,,,,,,,Serpentine,deObesoandKelemen2020
2242,OM15-6,38.34672,0.05975,0.37968,22.51685,,24.15609,0.41586,,,,0.15747,,Serpentine,deObesoandKelemen2020
2243,OM15-6,36.31586,,0.41868,25.8672,0.08244,23.93328,0.40516,,,,,,Serpentine,deObesoandKelemen2020
2244,OM15-6,35.93386,,0.53283,27.32692,,22.43753,0.41337,,,,0.24807,,Serpentine,deObesoandKelemen2020
2245,OM15-6,36.87934,,0.78488,22.96159,,23.58641,0.36391,,,,,,Serpentine,deObesoandKelemen2020
2246,OM15-6,37.43396,,0.44606,20.59882,,26.50275,0.25016,,,,0.10928,,Serpentine,deObesoandKelemen2020
2247,OM15-6,36.32833,0.12471,1.01411,26.18315,,22.96802,0.40584,,,,,,Serpentine,deObesoandKelemen2020
2248,OM15-6,37.30063,,0.30665,26.28914,,25.03362,0.24898,,,,,,Serpentine,deObesoandKelemen2020
2249,OM15-6,39.15384,,0.31017,22.88556,,25.54599,0.26173,,,,,,Serpentine,deObesoandKelemen2020
2250,OM15-6,44.95129,,0.71338,7.56216,,30.67999,0.2579,,,,,,Serpentine,deObesoandKelemen2020
2251,OM15-6,44.5782,,0.99818,8.10971,,31.53478,0.25855,,,,0.12584,,Serpentine,deObesoandKelemen2020
2252,OM15-6,45.93879,0.04307,0.75639,9.2123,,31.48292,0.19392,,,,0.08962,,Serpentine,deObesoandKelemen2020
2253,OM15-6,44.71162,,0.30407,9.47636,,31.92977,0.26113,,,,0.13808,,Serpentine,deObesoandKelemen2020
2254,OM15-6,44.89465,,0.28112,10.26046,,30.83478,0.3253,,,,0.13419,,Serpentine,deObesoandKelemen2020
2255,OM15-6,43.99968,,0.72068,10.40546,,31.00523,0.26257,,,,0.0798,,Serpentine,deObesoandKelemen2020
2256,OM15-6,46.52639,,0.64056,8.85508,,31.00927,0.28659,,,,,,Serpentine,deObesoandKelemen2020
2257,OM15-7,43.66029,,0.56363,16.94853,,27.75377,0.32031,,,,,,Serpentine,deObesoandKelemen2020
2258,OM15-7,40.60889,,0.68112,23.26591,,23.79313,0.33745,,,,,,Serpentine,deObesoandKelemen2020
2259,OM15-7,44.66473,,0.71863,14.22632,,29.01118,0.23845,,,,,,Serpentine,deObesoandKelemen2020
2260,OM15-7,39.95452,,0.4636,16.76154,,29.89383,0.16152,,,,,,Serpentine,deObesoandKelemen2020
2261,OM15-7,41.31281,,0.83116,21.42812,,24.44079,0.27544,,,,,,Serpentine,deObesoandKelemen2020
2262,OM15-7,39.60915,,0.68932,23.08714,,23.84187,0.33346,,,,,,Serpentine,deObesoandKelemen2020
2263,OM15-7,41.3477,,0.38311,22.09295,,23.88558,0.32445,,,,,,Serpentine,deObesoandKelemen2020
2264,OM15-7,35.65145,,0.37603,29.87097,,21.94205,0.3664,,,,,,Serpentine,deObesoandKelemen2020
2265,OM15-7,42.53543,0.13225,0.71743,17.51302,,26.30506,0.3787,,,,,,Serpentine,deObesoandKelemen2020
2266,OM15-7,44.15566,,0.72914,16.25611,0.061,26.81937,0.36382,,,,,,Serpentine,deObesoandKelemen2020
2267,OM15-7,37.84634,,0.65817,25.86189,,23.56203,0.3585,,,,,,Serpentine,deObesoandKelemen2020
2268,OM15-7,42.45559,,0.57248,19.30668,,25.68901,0.36227,,,,,,Serpentine,deObesoandKelemen2020
2269,OM15-7,32.21707,,0.50182,33.80329,,19.25234,0.31741,,,,0.83427,,Serpentine,deObesoandKelemen2020
2270,OM15-7,37.72282,,0.2854,27.09786,0.06045,22.9803,0.29944,,,,,,Serpentine,deObesoandKelemen2020
2271,OM15-7,40.04552,,0.41759,26.20113,,22.28175,0.2527,,,,,,Serpentine,deObesoandKelemen2020
2272,OM15-7,41.0284,,0.55541,17.86164,,26.66095,0.31545,,,,,,Serpentine,deObesoandKelemen2020
2273,OM15-7,42.57959,,0.12859,9.24795,,31.64545,0.22121,,,,,,Serpentine,deObesoandKelemen2020
2274,OM15-7,40.73876,,0.1112,17.21528,,27.70309,0.27628,,,,,,Serpentine,deObesoandKelemen2020
2275,OM15-7,43.75461,,0.46431,15.61547,,29.34928,0.27564,,,,,,Serpentine,deObesoandKelemen2020
2276,OM15-7,46.31825,,0.52819,11.15656,,30.90287,0.24721,,,,,,Serpentine,deObesoandKelemen2020
2277,OM15-7,44.02009,,0.52385,13.05887,,30.15479,0.30484,,,,,,Serpentine,deObesoandKelemen2020
2278,OM15-7,40.02187,,0.52279,20.87026,,27.14398,0.29319,,,,,,Serpentine,deObesoandKelemen2020
2279,OM15-7,43.41959,,0.6383,15.49479,0.07814,29.01909,0.34094,,,,,,Serpentine,deObesoandKelemen2020
2280,OM15-7,45.17834,,0.65714,12.32579,,30.16335,0.37535,,,,,,Serpentine,deObesoandKelemen2020
2281,OM15-7,44.66138,,0.61058,12.50289,,28.37098,0.28531,,,,,,Serpentine,deObesoandKelemen2020
2282,OM15-7,42.48655,,0.58059,14.3341,,25.92661,0.24519,,,,,,Serpentine,deObesoandKelemen2020
2283,OM15-7,45.83117,,0.35982,10.06274,,30.0625,0.21929,,,,,,Serpentine,deObesoandKelemen2020
2284,OM15-7,46.4192,,,3.25166,,34.1184,0.15011,,,,,,Serpentine,deObesoandKelemen2020
2285,BA1B 17-1 22-25,41.38276,,2.3472,3.1597,,38.94109,,,,,,,Serpentine,Kelemenetal2021
2286,BA1B 17-1 22-26,41.43953,,2.84997,3.00395,0.08877,38.77922,,,,,,,Serpentine,Kelemenetal2021
2287,BA1B 17-1 22-27,41.13775,,2.63035,2.91816,0.07847,39.1609,,,,,,,Serpentine,Kelemenetal2021
2288,BA1B 17-1 22-28,41.72715,,2.4195,3.00205,0.06877,39.38762,,,,,,,Serpentine,Kelemenetal2021
2289,BA1B 17-1 22-29,40.95305,,2.9187,3.10144,0.08157,38.90746,,,,,0.08454,,Serpentine,Kelemenetal2021
2290,BA1B 17-1 22-30,41.34258,,2.95259,3.14401,0.07594,39.08169,,,,,,,Serpentine,Kelemenetal2021
2291,BA1B 17-1 22-31,41.24112,,2.55464,2.87648,0.06692,39.67195,,,,,,,Serpentine,Kelemenetal2021
2292,BA1B 17-1 22-32,41.62696,,2.3773,2.94659,0.0988,39.36506,,,,,,,Serpentine,Kelemenetal2021
2293,BA1B 17-1 22-33,41.27604,,2.7319,2.84117,,38.82454,,,,,,,Serpentine,Kelemenetal2021
2294,BA1B 17-1 22-34,41.85244,,2.39938,2.78929,0.06132,39.44747,,,,,,,Serpentine,Kelemenetal2021
2295,BA1B 17-1 22-35,41.86219,,2.06565,2.77593,,40.18499,,,,,,,Serpentine,Kelemenetal2021
2296,BA1B 17-1 22-36,41.06326,,3.14256,2.54943,0.08919,39.56581,,,,,,,Serpentine,Kelemenetal2021
2297,BA1B 17-1 22-37,41.19296,,2.5144,2.67377,,39.63049,,,,,,,Serpentine,Kelemenetal2021
2298,BA1B 17-1 22-38,41.47236,,2.48594,2.6971,0.09106,39.0247,,,,,,,Serpentine,Kelemenetal2021
2299,BA1B 17-1 22-39,41.07371,,2.99108,2.73453,0.10604,38.83872,,,,,,,Serpentine,Kelemenetal2021
2300,HOR-11-01BY_SP503,0.0554,0.7736000000000001,22.1179,23.5233,,12.9254,0.0466,,,,39.0881,,Spinel,Neaveetal2014
2301,SKU-11-01A_SP501,0.0707,0.6052000000000001,24.459,22.8177,,12.4978,0.019,,,,38.0878,,Spinel,Neaveetal2014
2302,SKU-11-01A_SP501,0.0919,0.6027,24.2766,23.2433,,12.5809,0.0148,,,,37.9218,,Spinel,Neaveetal2014
2303,SKU-11-01A_SP501,0.0777,0.6068,24.3719,23.6142,,12.0707,0.0066,,,,37.8902,,Spinel,Neaveetal2014
2304,HOR-12-03A_TS01_SP250,0.1004,0.5035000000000001,28.1482,21.4687,0.1506,14.1061,0.0195,,,,33.0766,,Spinel,Neaveetal2014
2305,HOR-12-03A_TS01_SP250,0.0678,0.5116,28.6611,21.317,0.2355,14.2222,0.016,,,,33.7199,,Spinel,Neaveetal2014
2306,HOR-12-03A_TS01_SP250,0.1928,0.5686,27.9541,22.0946,0.2845,13.5688,0.0511,,,,33.1818,,Spinel,Neaveetal2014
2307,HOR-12-03A_TS01_SP250,0.0718,0.4767,27.2832,23.6004,0.198,13.0307,0.046,,,,33.7463,,Spinel,Neaveetal2014
2308,HOR-12-03A_TS01_SP250,0.0631,0.4666,27.8323,22.7219,0.2331,13.4295,0.0548,,,,33.6116,,Spinel,Neaveetal2014
2309,HOR-12-03A_TS01_SP250,0.0865,0.5002,28.4611,21.4381,0.2398,14.0186,0.0401,,,,33.7923,,Spinel,Neaveetal2014
2310,HOR-12-03A_TS01_SP251,0.0806,0.4913,29.397,19.7428,0.1559,15.0796,0.0308,,,,33.0662,,Spinel,Neaveetal2014
2311,HOR-12-03A_TS01_SP251,0.0662,0.5139,29.2074,19.8143,0.201,15.0672,0.0638,,,,33.114,,Spinel,Neaveetal2014
2312,HOR-12-03A_TS01_SP251,0.0909,0.5317000000000001,29.2857,19.8368,0.215,15.0443,0.0337,,,,33.1838,,Spinel,Neaveetal2014
2313,HOR-12-03A_TS01_SP251,0.095,0.5027,29.6416,19.9033,0.1865,15.2085,0.0706,,,,32.9361,,Spinel,Neaveetal2014
2314,HOR-12-03A_TS01_SP251,0.0853,0.4678,29.6663,20.0244,0.2639,15.2833,0.0092,,,,32.8752,,Spinel,Neaveetal2014
2315,HOR-12-03A_TS01_SP251,0.0785,0.593,29.731,19.6525,0.1203,15.2738,0.1057,,,,32.569,,Spinel,Neaveetal2014
2316,HA-02_1,0.0950069409389197,0.224700956937799,26.86161121983039,13.955596234309622,0.2393939393939393,17.096072799506082,0.0,0.0,0.0,,41.15205430394583,,Spinel,Neaveetal2018
2317,HA-02_1,0.0643276162607269,0.2196172248803827,26.637149380300063,14.002010692701068,0.2232323232323232,17.033849622849168,0.0386829341008382,0.0209286523216308,0.003,,41.2633399531189,,Spinel,Neaveetal2018
2318,HA-02_1,0.0831310733215547,0.2277511961722488,27.063829093281143,13.872239655973964,0.207070707070707,17.26744154833168,0.0,0.0,0.011,,41.08213146243001,,Spinel,Neaveetal2018
2319,HA-02_1,0.0801621064172135,0.2186004784688995,27.872700587084147,13.9101290097629,0.2161616161616161,16.848200144954767,0.0198374021029939,0.0199773499433748,0.0,,40.68229098840995,,Spinel,Neaveetal2018
2320,HA-02_1,0.0811517620519939,0.2175837320574162,27.69778212654925,13.497135053463506,0.1777777777777777,17.222559256972595,0.0,0.0,0.0,,40.688199960932415,,Spinel,Neaveetal2018
2321,HA-02_1,0.0989655634780413,0.140311004784689,28.680560991519897,13.682792887029288,0.209090909090909,17.11341368480391,0.0218211423132933,0.0,0.0,,39.286788644354736,,Spinel,Neaveetal2018
2322,HA-02_1,0.1098517754606259,0.140311004784689,28.644161774298755,13.580491631799164,0.2414141414141414,17.015488685474995,0.0119024412617963,0.0142695356738391,0.008,,39.49458751139472,,Spinel,Neaveetal2018
2323,HA-02_1,0.028700013408632,0.1514952153110047,29.72906066536203,14.406479544397952,0.2272727272727273,16.643169677609855,0.0,0.0019026047565118,0.0,,38.28521780179711,,Spinel,Neaveetal2018
2324,HA-02_1,0.0811517620519939,0.1545454545454545,30.228538812785384,14.543828451882844,0.2212121212121212,16.924704050680482,0.0019837402102993,0.0,0.001,,37.46682510743587,,Spinel,Neaveetal2018
2325,HA-02_1,0.1128207423649671,0.1220095693779904,30.38829093281148,14.103364714086467,0.2,17.18991759052962,0.0545528557832333,0.0,0.004,,37.24326898033598,,Spinel,Neaveetal2018
2326,HA-02_1,0.0593793380868248,0.164712918660287,30.490410958904107,14.28523361227336,0.2,17.05323061229968,0.0089268309463472,0.0,0.0,,36.895624430264355,,Spinel,Neaveetal2018
2327,STAP01-136_1,0.4299766510876555,0.9679914695618456,23.260878080626732,20.880716731007357,0.1796129032258064,13.81112202790332,0.0464421572099292,0.0,0.017,,38.05410045555198,,Spinel,Neaveetal2018
2328,STAP01-136_1,0.0600196240648672,0.9729352462194648,22.898612697894567,21.4885978585476,0.2105806451612903,14.064007336084362,0.0197626200893316,0.014540059347181,0.0,,38.97082971590595,,Spinel,Neaveetal2018
2329,STAP01-136_1,0.0728106914885274,0.9838115548662272,23.015994777215603,21.184657294777477,0.2090322580645161,13.981371585773234,0.0,0.0,0.001,,38.919681731422685,,Spinel,Neaveetal2018
2330,STAP01-136_1,0.0905214002289801,1.004575416828228,23.493618410315,20.9044620875519,0.1587096774193548,13.90670072705836,0.0098813100446658,0.0124629080118694,0.016,,38.69836833702393,,Spinel,Neaveetal2018
2331,STAP01-136_1,0.0993767545992064,1.003586661496704,23.964158642076058,21.02698812732173,0.2051612903225806,14.194432435973011,0.0128457030580655,0.0,0.0,,38.13377327753553,,Spinel,Neaveetal2018
2332,STAP01-136_1,0.0983928263358479,0.9066886390073672,25.05601436265709,21.78114065117634,0.2121290322580645,13.81112202790332,0.0177863580803984,0.0467359050445103,0.0,,36.39375819001818,,Spinel,Neaveetal2018
2333,STAP01-136_1,0.096424969809131,1.0203955021326094,25.50631630488004,21.39361643236944,0.1703225806451613,14.060024890286236,0.018774489084865,0.0,0.002,,36.1655594900159,,Spinel,Neaveetal2018
2334,STAP01-136_1,0.0550999827480748,1.0352268321054672,25.250301942222947,21.31953091995047,0.136258064516129,14.474199253291411,0.0098813100446658,0.0041543026706231,0.0,,36.385889269328445,,Spinel,Neaveetal2018
2335,STAP01-136_1,0.2587731332632801,1.0273167894532762,25.441553778358085,20.97569815718552,0.199741935483871,14.583716512739894,0.0,0.0,0.012,,36.00916469130745,,Spinel,Neaveetal2018
2336,STAP01-136_1,0.0895374719656216,1.043136874757658,25.49822098906479,20.660359822274017,0.1974193548387097,14.403510840374665,0.0296439301339974,0.0166172106824925,0.0,,36.13408380725696,,Spinel,Neaveetal2018
2337,STAP01-136_1,0.0649392653816596,0.8532958511050794,22.24086828790599,22.715757884769467,0.1788387096774193,13.074369555249884,0.1086944104913238,0.0,0.0,,39.23738940427068,,Spinel,Neaveetal2018
2338,STAP01-136_1,0.092489256755697,0.8621946490887941,21.90491268157336,22.48020394784762,0.2206451612903225,12.95887862710421,0.0395252401786632,0.0,0.0,,40.13051190255545,,Spinel,Neaveetal2018
2339,STAP01-136_1,0.020662493530528,0.8483520744474602,21.909972253957893,22.387122150193026,0.1881290322580645,12.723914325014736,0.0622522532813945,0.0155786350148367,0.007,,40.17084012109034,,Spinel,Neaveetal2018
2340,STAP01-136_1,0.1229910329198099,0.9234974796432726,22.269201893259343,22.3624269793867,0.2129032258064516,12.968834741599526,0.0721335633260603,0.0,0.0,,39.59640891073978,,Spinel,Neaveetal2018
2341,STAP01-136_1,0.1013446111259233,0.8404420317952694,22.53432348620858,22.120224342632387,0.2500645161290323,12.831440361564155,0.0247032751116645,0.038427299703264,0.0,,39.33673452797856,,Spinel,Neaveetal2018
2342,STAP01-136_1,0.0295178479007543,0.8127568825126017,23.28819977150318,22.182912083909972,0.1881290322580645,13.039523154516274,0.0227270131027313,0.0,0.013,,38.32656183443401,,Spinel,Neaveetal2018
2343,STAP01-136_1,0.0816660458587538,0.8434082977898409,23.85082422066264,22.481153762109404,0.2129032258064516,13.140079910918974,0.0711454323215938,0.0,0.015,,37.83967236675674,,Spinel,Neaveetal2018
2344,STAP01-136_1,0.0777303328053198,0.8780147343931756,23.64641749632773,22.25794741059072,0.2330322580645161,13.23964105587214,0.0780623493528598,0.0363501483679525,0.002,,37.45311163787357,,Spinel,Neaveetal2018
2345,STAP01-136_1,0.0383732022709807,0.8770259790616517,23.79415700995593,22.045189015951635,0.1981935483870968,13.20877710093666,0.0128457030580655,0.0,0.006,,37.64688380985827,,Spinel,Neaveetal2018
2346,STAP01-136_1,0.04526070011449,0.8651609150833656,23.46123714705402,22.267445553208535,0.2121290322580645,13.021602148424709,0.0415015021875963,0.0124629080118694,0.006,,37.992132705120326,,Spinel,Neaveetal2018
2347,STAP01-136_1,0.0324696326908298,0.8918573090345094,23.95808715521462,22.722406584601934,0.1703225806451613,13.41685989388878,0.0049406550223329,0.0,0.005,,37.7196713262383,,Spinel,Neaveetal2018
2348,STAP01-136_1,0.0885535437022631,0.9304187669639392,24.94976334258201,22.110726200014568,0.1819354838709677,13.430798454182222,0.0197626200893316,0.0124629080118694,0.001,,36.56293998484745,,Spinel,Neaveetal2018
2349,STAP01-136_1,0.0993767545992064,0.9047111283443194,25.23815896850008,21.750746594799327,0.1989677419354839,13.68667059671186,0.0316201921429305,0.0,0.009,,36.46949655165687,,Spinel,Neaveetal2018
2350,STAP01-136_1,0.0708428349618105,0.823633191159364,24.242435123225068,22.048038458736983,0.2020645161290322,13.270505010807623,0.0415015021875963,0.0,0.0,,37.67934310770342,,Spinel,Neaveetal2018
2351,STAP01-136_1,0.2823874115838836,0.8424195424583171,23.17182960665905,22.465956733920898,0.2539354838709677,12.80953690967446,0.0533590742411953,0.0,0.022,,38.48295663314247,,Spinel,Neaveetal2018
2352,BORG_NOD1_N3_SP1_P1_r2c_start,0.1331,0.1792,35.104,14.231999888401695,0.1347,17.372,,,,,30.6703,,Spinel,Mutchetal2019
2353,BORG_NOD1_N3_SP1_P1_r2c_start,0.1209,0.1879,35.3325,13.898494149419545,0.1369,17.4615,,,,,30.8422,,Spinel,Mutchetal2019
2354,BORG_NOD1_N3_SP1_P1_r2c_start,0.2277,0.1797,35.0587,13.963982261110898,0.2049,17.0914,,,,,30.8949,,Spinel,Mutchetal2019
2355,BORG_NOD1_N3_SP1_P1_r2c_start,0.1278,0.1831,35.1394,14.04239042784124,0.1389,17.2922,,,,,31.1038,,Spinel,Mutchetal2019
2356,BORG_NOD1_N3_SP1_P1_r2c_start,0.1262,0.1856,34.9092,14.17859266363033,0.1547,17.2059,,,,,31.1662,,Spinel,Mutchetal2019
2357,BORG_NOD1_N3_SP1_P1_r2c_start,0.1222,0.196,34.9955,13.938082286067443,0.1559,17.1461,,,,,31.5315,,Spinel,Mutchetal2019
2358,BORG_NOD1_N3_SP1_P1_r2c_start,0.0964,0.1907,34.8142,13.94328852005604,0.1546,17.2824,,,,,31.7207,,Spinel,Mutchetal2019
2359,BORG_NOD1_N3_SP1_P1_r2c_start,0.1084,0.202,34.8728,14.098783907352043,0.1431,17.1329,,,,,31.7953,,Spinel,Mutchetal2019
2360,BORG_NOD1_N3_SP1_P1_r2c_start,0.106,0.1886,34.7877,13.97948094574381,0.1498,17.0689,,,,,31.8707,,Spinel,Mutchetal2019
2361,BORG_NOD1_N3_SP1_P1_r2c_start,0.1072,0.1931,34.5304,14.104486198137517,0.1549,17.043,,,,,31.849,,Spinel,Mutchetal2019
2362,BORG_NOD1_N3_SP1_P1_r2c,0.1067,0.1996,34.8406,14.03747797375839,0.144,16.9921,,,,,32.0491,,Spinel,Mutchetal2019
2363,BORG_NOD1_N3_SP1_P1_r2c,0.1099,0.194,34.5245,13.967984890547717,0.1442,17.237,,,,,32.363,,Spinel,Mutchetal2019
2364,BORG_NOD1_N3_SP1_P1_r2c,0.1052,0.191,34.6414,14.10588607359853,0.158,17.256,,,,,32.4968,,Spinel,Mutchetal2019
2365,BORG_NOD1_N3_SP1_P1_r2c,0.0947,0.1917,34.4339,14.02628623587663,0.1562,17.214,,,,,32.515,,Spinel,Mutchetal2019
2366,BORG_NOD1_N3_SP1_P1_r2c,0.1008,0.196,34.2682,14.03938561718953,0.1522,17.2308,,,,,32.935,,Spinel,Mutchetal2019
2367,BORG_NOD1_N3_SP1_P1_r2c,0.1201,0.1888,34.1295,14.22228241479767,0.1406,17.0007,,,,,32.9079,,Spinel,Mutchetal2019
2368,BORG_NOD1_N3_SP1_P1_r2c,0.0938,0.2023,34.1645,14.204684813353662,0.1633,17.0563,,,,,32.8224,,Spinel,Mutchetal2019
2369,BORG_NOD1_N3_SP1_P1_r2c,0.0878,0.2002,34.0593,14.204087176327253,0.1668,17.142,,,,,33.0751,,Spinel,Mutchetal2019
2370,BORG_NOD1_N3_SP1_P1_r2c,0.0996,0.2036,33.7014,14.277589432398734,0.1553,17.1518,,,,,33.3962,,Spinel,Mutchetal2019
2371,BORG_NOD1_N3_SP1_P1_r2c,0.0989,0.2018,33.7559,14.2276860773236,0.1468,17.107,,,,,33.4613,,Spinel,Mutchetal2019
2372,BORG_NOD1_N3_SP1_P1_r2c,0.1008,0.192,33.6517,14.264489170464486,0.1612,17.1513,,,,,33.5768,,Spinel,Mutchetal2019
2373,BORG_NOD1_N3_SP1_P1_r2c,0.0842,0.2006,33.6397,14.212680365769264,0.1697,16.9411,,,,,33.7595,,Spinel,Mutchetal2019
2374,BORG_NOD1_N3_SP1_P1_r2c,0.0944,0.1903,33.3976,14.308882123589624,0.1426,16.8574,,,,,33.7597,,Spinel,Mutchetal2019
2375,BORG_NOD1_N3_SP1_P1_r2c,0.0888,0.2061,33.3029,14.265187733745057,0.1467,17.036,,,,,33.8447,,Spinel,Mutchetal2019
2376,BORG_NOD1_N3_SP1_P1_r2c,0.0849,0.2082,33.2452,14.36378487097139,0.1579,16.8308,,,,,33.7615,,Spinel,Mutchetal2019
2377,BORG_NOD1_N3_SP1_P1_r2c,0.1106,0.2027,33.2338,14.362682287080696,0.1349,16.8043,,,,,33.7119,,Spinel,Mutchetal2019
2378,BORG_NOD1_N3_SP1_P1_r2c,0.0876,0.2109,33.1965,14.245880763740788,0.166,16.8117,,,,,33.8994,,Spinel,Mutchetal2019
2379,BORG_NOD1_N3_SP1_P1_r2c,0.0979,0.2092,33.1126,14.364779116089496,0.1591,16.7053,,,,,34.0684,,Spinel,Mutchetal2019
2380,BORG_NOD1_N3_SP1_P1_r2c,0.0952,0.1922,33.1495,14.351381388389512,0.1387,16.7958,,,,,34.0446,,Spinel,Mutchetal2019
2381,BORG_NOD1_N3_SP1_P1_r2c,0.0991,0.209,33.1116,14.436086609352673,0.1533,16.8993,,,,,34.0659,,Spinel,Mutchetal2019
2382,BORG_NOD1_N3_SP1_P1_r2c,0.101,0.2068,33.0477,14.391380825762916,0.1632,16.7506,,,,,34.1041,,Spinel,Mutchetal2019
2383,BORG_NOD1_N3_SP1_P1_r2c,0.0989,0.1868,32.8823,14.36048711351801,0.1646,16.8588,,,,,34.1357,,Spinel,Mutchetal2019
2384,BORG_NOD1_N3_SP1_P1_r2c,0.1023,0.197,33.0432,14.1970825061881,0.1441,16.9817,,,,,34.3722,,Spinel,Mutchetal2019
2385,BORG_NOD1_N3_SP1_P1_r2c,0.0945,0.2022,33.1247,14.384677783481354,0.1524,16.6604,,,,,34.0953,,Spinel,Mutchetal2019
2386,BORG_NOD1_N3_SP1_P1_r2c,0.1022,0.2053,32.8755,14.285181689958444,0.1775,16.7519,,,,,34.1147,,Spinel,Mutchetal2019
2387,BORG_NOD1_N3_SP1_P1_r2c,0.1065,0.1995,32.7887,14.279883887328882,0.1722,16.7919,,,,,34.1123,,Spinel,Mutchetal2019
2388,BORG_NOD1_N3_SP1_P1_r2c,0.1056,0.1972,32.8583,14.391583160689226,0.1507,16.7254,,,,,34.001,,Spinel,Mutchetal2019
2389,BORG_NOD1_N3_SP1_P1_r2c,0.1017,0.1896,32.9157,14.182378354097706,0.1693,16.7249,,,,,34.1978,,Spinel,Mutchetal2019
2390,BORG_NOD1_N3_SP1_P1_r2c,0.0952,0.1969,32.832,14.258383886636924,0.18,16.8223,,,,,34.141,,Spinel,Mutchetal2019
2391,BORG_NOD1_N3_SP1_P1_r2c,0.1001,0.1979,32.7444,14.252083867776932,0.1476,16.7962,,,,,34.1208,,Spinel,Mutchetal2019
2392,BORG_NOD1_N3_SP1_P1_r2c,0.0953,0.2049,32.7744,14.277579611637144,0.1622,16.6411,,,,,34.0344,,Spinel,Mutchetal2019
