,entity_id,Mineral,method,SiO2,TiO2,Al2O3,Cr2O3,FeOt,MnO,MgO,NiO,CoO,CaO,Na2O,K2O,P2O5,Total
13838,35934,KFeldspar,"SEM,EMP",66.58999634,,18.79999924,,0.400000006,,,,,0.239999995,6.940000057,6.420000076,,99.389995714
13839,35935,KFeldspar,"SEM,EMP",66.40000153,,18.22999954,,0.409999996,,,,,0.059999999,6.400000095,7.010000229,,98.510001389
13840,35936,KFeldspar,"SEM,EMP",68.31999969,,17.37999916,,0.99000001,,,,,0.100000001,6.599999905,6.690000057,,100.07999882300001
13841,35937,KFeldspar,"SEM,EMP",67.13999939,,18.20999908,,0.400000006,,,,,0.07,6.610000134,7.150000095,,99.579998705
13842,35938,KFeldspar,"SEM,EMP",66.75,,17.63999939,,0.670000017,,,,,0.01,6.46999979,7.21999979,,98.75999898699999
13843,35939,KFeldspar,"SEM,EMP",66.37999725,,18.26000023,,0.349999994,,,,,0.050000001,6.75,7.28000021,,99.069997685
13859,35955,KFeldspar,"SEM,EMP",66.5,,17.98999977,,0.99000001,,,,,0.01,6.800000191,6.849999905,,99.139999876
13866,35962,KFeldspar,"SEM,EMP",67.91999817,,17.60000038,,1.279999971,,,,,0.01,8.239999771,4.309999943,,99.35999823499999
13875,35971,KFeldspar,"SEM,EMP",68.66999817,,17.62000084,,1.720000029,,,,,0.01,7.739999771,5.949999809,,101.70999861900002
13877,35973,KFeldspar,"SEM,EMP",67.51999664,,17.71999931,,1.429999948,,,,,0.029999999,6.800000191,7.170000076,,100.66999616399998
13882,35978,KFeldspar,"SEM,EMP",67.36000061,,15.81999969,,2.950000048,,,,,0.01,6.909999847,6.039999962,,99.09000015699999
13884,35980,KFeldspar,"SEM,EMP",67.43000031,,16.54999924,,2.099999905,,,,,0.01,6.659999847,6.650000095,,99.39999939699999
13889,35985,KFeldspar,EMP,64.36000061,,19.69000053,,0.460000008,,0.720000029,,,1.320000052,4.869999886,8.390000343,,99.810001458
13890,35988,KFeldspar,"EMP,SEM",65.37000275,0.159999996,19.20999908,,0.280000001,,,,,0.469999999,2.24000001,10.96000004,0.340000004,99.03000187999999
13891,35989,KFeldspar,"EMP,SEM",65.48000336,0.349999994,19.12000084,,0.400000006,,0.119999997,,,0.639999986,2.660000086,11.86999989,,100.640004159
13892,35990,KFeldspar,EMP,66.38999939,,18.97999954,,0.189999998,,,,,0.170000002,3.170000076,11.35999966,,100.259998666
13893,35991,KFeldspar,EMP,65.97000122,,19.34000015,,0.150000006,,,,,0.469999999,4.050000191,9.880000114,,99.86000168000001
13894,35992,KFeldspar,EMP,65.20999908,,19.60000038,,0.129999995,,,,,0.99000001,4.880000114,8.949999809,,99.75999938800001
13895,35993,KFeldspar,EMP,66.12999725,,19.45000076,,0.159999996,,,,,0.649999976,4.289999962,8.779999733,,99.459997677
13896,35994,KFeldspar,EMP,66.23999786,,19.61000061,,0.170000002,,,,,0.970000029,5.730000019,7.639999866,,100.359998386
13897,35995,KFeldspar,EMP,64.01999664,,21.45000076,,0.140000001,,,,,2.940000057,6.179999828,4.739999771,,99.469997057
13898,35996,KFeldspar,EMP,64.66999817,,19.44000053,,0.239999995,,,,,0.239999995,1.580000043,13.10000038,,99.269999113
13899,35997,KFeldspar,EMP,64.54000092,,19.94000053,,0.170000002,,,,,0.370000005,2.819999933,11.97000027,,99.81000166
13900,35998,KFeldspar,EMP,64.48000336,,20.04000092,,0.079999998,,,,,1.039999962,3.369999886,10.68999958,,99.700003706
13901,35999,KFeldspar,EMP,65.16999817,,19.90999985,,0.050000001,,,,,1.669999957,6.099999905,7.070000172,,99.96999805500002
13902,36000,KFeldspar,EMP,64.23000336,,19.18000031,,0.159999996,,,,,0.150000006,1.149999976,14.5,,99.370003648
13903,36001,KFeldspar,EMP,64.55999756,,19.17000008,,0.140000001,,,,,0.090000004,1.159999967,14.13000011,,99.24999772199999
13904,36002,KFeldspar,EMP,64.68000031,,19.25,,0.119999997,,,,,0.109999999,1.730000019,13.53999996,,99.430000285
13905,36003,KFeldspar,EMP,64.66999817,,21.31999969,,0.090000004,,,,,0.670000017,3.410000086,10.19999981,,100.359997777
13906,36004,KFeldspar,EMP,67.54000092,,17.94000053,,0.159999996,,,,,0.25999999,2.779999971,10.06000042,,98.740001827
13907,36005,KFeldspar,EMP,66.30999756,,18.95000076,,0.119999997,,,,,0.370000005,3.470000029,11.27000046,,100.489998811
13908,36006,KFeldspar,EMP,65.54000092,,20.64999962,,0.150000006,,,,,0.400000006,3.630000114,9.770000458,,100.140001124
13909,36007,KFeldspar,EMP,67.37999725,,18.60000038,,0.090000004,,,,,0.340000004,2.730000019,10.06999969,,99.20999734700001
13910,36008,KFeldspar,EMP,66.05999756,,19.78000069,,0.119999997,,,,,0.400000006,3.390000105,10.88000011,,100.629998468
13911,36009,KFeldspar,EMP,67.06999969,,19.37999916,,0.209999993,,,,,0.649999976,3.960000038,9.420000076,,100.689998933
13912,36010,KFeldspar,EMP,64.36000061,,19.84000015,,0.370000005,,,,,0.330000013,2.230000019,12.64000034,,99.77000113700001
13913,36011,KFeldspar,EMP,64.52999878,,19.98999977,,0.409999996,,,,,0.189999998,1.950000048,12.65999985,,99.72999844200001
13914,36012,KFeldspar,EMP,66.54000092,,19.02000046,,0.449999988,,,,,0.300000012,2.130000114,12.56000042,,101.00000191399998
13922,36020,KFeldspar,EMP,51.09000015,0.01,36.58000183,,0.100000001,0.029999999,0.02,,,1.090000033,4.929999828,3.609999895,,97.460001736
13923,36021,KFeldspar,EMP,68.05000305,0.100000001,17.96999931,,0.620000005,0.039999999,0.059999999,,,2.180000067,5.610000134,3.450000048,,98.080002613
13924,36022,KFeldspar,EMP,61.83000183,,24.34000015,,0.330000013,,0.079999998,,,0.870000005,8.390000343,3.529999971,,99.37000230999999
13925,36023,KFeldspar,EMP,63.54000092,,20.45000076,,2.25,0.07,0.529999971,,,0.550000012,6.28000021,6.449999809,,100.12000168200001
13926,36024,KFeldspar,EMP,64.51000214,,19.29999924,,1.029999971,0.039999999,0.200000003,,,,3.819999933,10.85999966,,99.76000094599999
13927,36025,KFeldspar,EMP,64.68000031,,22.52000046,,0.610000014,0.039999999,0.129999995,,,0.529999971,8.710000038,3.690000057,,100.91000084400001
13928,36026,KFeldspar,EMP,65.68000031,,18.80999947,,0.079999998,0.039999999,,,,,3.869999886,11.10999966,,99.589999323
13930,36028,KFeldspar,EMP,66.30999756,0.01,19.25,,0.219999999,0.029999999,0.02,,,0.400000006,4.239999771,9.119999886,,99.599997221
13931,36029,KFeldspar,EMP,65.12999725,,21.78000069,,0.270000011,,0.029999999,,,1.210000038,6.829999924,4.570000172,,99.81999808399999
13932,36030,KFeldspar,EMP,68.23000336,0.02,20.18000031,,0.319999993,,0.039999999,,,0.25,5.510000229,7.53000021,,102.080004101
13933,36031,KFeldspar,EMP,65.86000061,0.039999999,19.5,,0.119999997,,,,,,5.329999924,8.520000458,,99.370000988
13934,36032,KFeldspar,EMP,63.79999924,,18.39999962,,1.370000005,,,,,0.550000012,1.970000029,12.0,,98.089998906
13935,36033,KFeldspar,EMP,64.0,,19.0,,1.070000052,,,,,0.75999999,2.670000076,12.36999989,,99.870000008
13936,36034,KFeldspar,EMP,65.09999847,,19.5,,0.409999996,,,,,0.589999974,2.410000086,12.46000004,,100.469998566
13937,36035,KFeldspar,EMP,64.0,,19.29999924,,0.419999987,,,,,0.430000007,2.829999924,12.36999989,,99.349999048
13938,36036,KFeldspar,EMP,64.19999695,,19.70000076,,0.360000014,,,,,0.620000005,3.710000038,10.85999966,,99.449997427
13939,36037,KFeldspar,EMP,67.40000153,,18.5,,0.319999993,,,,,1.029999971,2.519999981,10.98999977,,100.76000124499998
13940,36038,KFeldspar,EMP,63.90000153,,19.70000076,,0.300000012,,,,,0.889999986,4.019999981,10.22999954,,99.040001809
13941,36039,KFeldspar,EMP,64.5,,19.79999924,,0.349999994,,,,,0.800000012,4.039999962,10.52000046,,100.009999668
13942,36040,KFeldspar,EMP,60.59000015,0.389999986,22.38999939,,0.660000026,,0.090000004,,,3.140000105,5.449999809,5.170000076,,97.87999954599998
14007,42725,KFeldspar,no_info,62.29000092,,20.80999947,,0.0,,0.0,,,2.809999943,,14.07999992,,99.99000025299999
14008,42726,KFeldspar,no_info,61.95000076,,21.13999939,,0.0,,0.0,,,3.099999905,,13.81000042,,100.00000047500001
14009,43178,KFeldspar,EDS,65.77999878,,19.97999954,,0.395999998,,0.439999998,,,1.889999986,5.300000191,6.840000153,,100.62599864600001
14010,43180,KFeldspar,EDS,64.12999725,,19.88999939,,0.180000007,,0.090000004,,,1.840000033,6.369999886,5.03000021,,97.52999678
14011,43182,KFeldspar,EDS,64.04000092,,21.04999924,,0.611999989,,0.310000002,,,3.180000067,7.610000134,2.579999924,,99.382000276
14012,45692,KFeldspar,EMP,65.02999878,,18.79000092,,0.340000004,,,,,0.300000012,4.199999809,10.27000046,,98.92999998500001
14013,45693,KFeldspar,EMP,65.27999878,,18.98999977,,0.300000012,,,,,0.569999993,4.78000021,9.590000153,,99.509998918
14014,62121,KFeldspar,EMP,65.82,0.0,19.1,,0.0,,0.01,,,0.32,1.77,12.96,,99.97999999999999
14015,62122,KFeldspar,EMP,65.82,0.0,19.45,,0.0,,0.0,,,0.85,2.22,11.94,,100.28
14016,67141,KFeldspar,EMP,59.37,,20.55,,0.0,,,,,0.236,2.26,10.26,,92.676
14017,67142,KFeldspar,EMP,58.99,,20.42,,0.0,,,,,0.178,2.16,10.43,,92.178
14018,67143,KFeldspar,EMP,58.89,,20.66,,0.0,,,,,0.222,2.3,9.98,,92.052
14019,67144,KFeldspar,EMP,59.36,,20.97,,0.0,,,,,0.185,2.0,9.31,,91.825
14020,67145,KFeldspar,EMP,59.19,,20.74,,0.0,,,,,0.237,2.37,10.05,,92.58699999999999
14021,67146,KFeldspar,EMP,59.16,,20.67,,0.0,,,,,0.204,2.29,10.18,,92.50399999999999
14022,67147,KFeldspar,EMP,59.49,,19.99,,0.0,,,,,0.141,2.14,10.85,,92.611
14023,67148,KFeldspar,EMP,58.08,,20.99,,0.0,,,,,0.084,1.7,10.8,,91.654
14024,67149,KFeldspar,EMP,59.44,,20.29,,0.0,,,,,0.079,1.7,11.57,,93.07899999999998
14025,67150,KFeldspar,EMP,60.85,,19.61,,0.0,,,,,0.072,1.78,12.37,,94.68200000000002
14026,67151,KFeldspar,EMP,61.76,,19.37,,0.0,,,,,0.055,1.7,13.07,,95.95499999999998
14027,67152,KFeldspar,EMP,63.31,,18.68,,0.0,,,,,0.065,1.67,13.85,,97.575
14028,67153,KFeldspar,EMP,60.2,,20.04,,0.0,,,,,0.114,2.11,11.59,,94.05400000000002
14029,67154,KFeldspar,EMP,62.23,,19.12,,0.0,,,,,0.037,1.51,13.67,,96.567
14030,67155,KFeldspar,EMP,60.95,,19.58,,0.0,,,,,0.062,1.97,12.04,,94.602
14031,67156,KFeldspar,EMP,60.04,,19.86,,0.0,,,,,0.124,1.97,11.57,,93.564
14032,67157,KFeldspar,EMP,60.2,,19.8,,0.0,,,,,0.028,1.36,12.51,,93.89800000000001
14033,67158,KFeldspar,EMP,59.0,,19.86,,0.0,,,,,0.036,1.32,11.73,,91.946
14034,67159,KFeldspar,EMP,60.01,,19.989,,0.0,,,,,0.252,2.33,10.86,,93.44099999999999
14035,67160,KFeldspar,EMP,60.65,,19.71,,0.0,,,,,0.151,2.2,11.5,,94.211
14036,67161,KFeldspar,EMP,59.93,,19.89,,0.0,,,,,0.022,1.18,12.74,,93.76199999999999
14037,67162,KFeldspar,EMP,59.54,,19.78,,0.0,,,,,0.025,1.18,12.44,,92.96499999999999
14038,67163,KFeldspar,EMP,60.85,,19.95,,0.0,,,,,0.166,2.17,11.38,,94.51599999999999
14039,67164,KFeldspar,EMP,59.85,,20.07,,0.0,,,,,0.221,2.27,10.84,,93.251
14040,67165,KFeldspar,EMP,58.09,,20.3,,0.0,,,,,0.032,1.11,11.73,,91.262
14041,67166,KFeldspar,EMP,59.02,,20.3,,0.0,,,,,0.032,1.2,11.9,,92.45200000000001
14042,67167,KFeldspar,EMP,58.16,,20.49,,0.0,,,,,0.082,1.58,11.26,,91.572
14043,67168,KFeldspar,EMP,58.43,,20.39,,0.0,,,,,0.077,1.56,11.08,,91.53699999999999
14044,67169,KFeldspar,EMP,58.88,,20.01,,0.0,,,,,0.067,1.3,11.92,,92.177
14045,67170,KFeldspar,EMP,58.57,,20.26,,0.0,,,,,0.041,1.34,11.74,,91.951
14046,67171,KFeldspar,EMP,58.41,,20.23,,0.0,,,,,0.035,1.16,11.85,,91.68499999999999
14047,67172,KFeldspar,EMP,59.04,,20.4,,0.0,,,,,0.031,1.16,11.9,,92.531
14048,108544,KFeldspar,EMP,66.29,0.06,19.63,,0.2,,,,,0.35,7.52,5.59,,99.64000000000001
14049,108545,KFeldspar,EMP,66.36,0.08,19.35,,0.3,,,,,0.79,5.67,8.22,,100.77
14354,39565,Spinel,EMP,0.360000014,24.0,3.920000076,,60.79999924,0.449999988,5.5,,,0.330000013,,,,95.359999331
14355,39567,Spinel,EMP,0.330000013,19.60000038,4.860000134,,63.20000076,0.620000005,7.28000021,,,0.25,,,,96.14000150199999
14356,39568,Spinel,EMP,1.019999981,23.10000038,6.300000191,,59.20000076,0.449999988,6.630000114,,,0.469999999,,,,97.170001413
14357,39570,Spinel,EMP,0.180000007,25.0,3.460000038,,63.70000076,,4.880000114,,,0.270000011,,,,97.49000093000001
14361,41200,Spinel,EMP,0.140000001,3.619999886,3.910000086,4.300000191,72.45999908,0.239999995,7.139999866,,,,,,,91.809999105
14362,41201,Spinel,EMP,0.079999998,3.710000038,3.599999905,1.149999976,74.97000122,0.209999993,7.010000229,,,0.310000002,,,,91.04000136100001
14363,41202,Spinel,EMP,0.150000006,5.710000038,3.809999943,1.24000001,74.80000305,0.289999992,5.28000021,,,0.349999994,,,,91.630003243
14364,41203,Spinel,EMP,0.289999992,5.389999866,3.279999971,0.75999999,76.76999664,0.319999993,4.070000172,,,0.180000007,,,,91.059996631
14365,41204,Spinel,EMP,0.07,3.269999981,3.269999981,,77.80999756,0.379999995,5.179999828,,,0.239999995,,,,90.21999734
14367,41206,Spinel,EMP,0.200000003,4.909999847,3.410000086,0.050000001,77.48999786,0.300000012,4.369999886,,,0.079999998,,,,90.809997693
14369,41208,Spinel,EMP,0.129999995,3.519999981,3.160000086,0.090000004,80.63999939,0.360000014,3.940000057,,,,,,,91.839999527
14370,41209,Spinel,EMP,0.079999998,3.349999905,4.449999809,7.639999866,66.83000183,0.219999999,7.699999809,,,0.680000007,,,,90.950001223
14371,41210,Spinel,EMP,0.289999992,5.300000191,3.680000067,0.02,79.55999756,0.579999983,2.450000048,,,,,,,91.87999784099999
14372,41211,Spinel,EMP,0.109999999,6.960000038,4.489999771,0.01,74.98000336,0.25999999,5.980000019,,,,,,,92.790003177
14373,41212,Spinel,EMP,0.109999999,6.269999981,4.0,0.460000008,77.25,0.300000012,5.949999809,,,,,,,94.33999980899999
14374,41213,Spinel,EMP,0.310000002,6.199999809,1.25999999,,76.73999786,0.200000003,2.799999952,,,0.050000001,,,,87.559997617
14375,41214,Spinel,EMP,0.079999998,5.889999866,5.230000019,6.210000038,69.19000244,0.239999995,6.579999924,,,,,,,93.42000228
14376,41215,Spinel,EMP,0.090000004,4.960000038,4.96999979,0.129999995,75.33000183,0.370000005,6.96999979,,,,,,,92.82000145200001
14378,41217,Spinel,EMP,0.140000001,5.21999979,5.010000229,10.60000038,64.72000122,0.300000012,7.010000229,,,,,,,93.00000186099999
14379,41218,Spinel,EMP,0.100000001,3.0,3.50999999,,78.61000061,0.49000001,5.699999809,,,,,,,91.41000041999999
14382,41221,Spinel,EMP,0.129999995,9.130000114,3.339999914,5.679999828,69.12999725,0.289999992,3.599999905,0.639999986,,0.129999995,,,,92.06999697900001
14384,41223,Spinel,EMP,0.25999999,0.059999999,18.84000015,52.84000015,10.18000031,,16.63999939,,,,,,,98.819999989
14403,41242,Spinel,EMP,0.239999995,0.059999999,17.81999969,52.58000183,9.199999809,,17.29000092,,,,,,,97.19000224300001
14462,41313,Spinel,no_info,,2.920000076,2.289999962,0.100000001,85.37769562863943,0.289999992,1.129999995,,,,,,,92.10769565463941
14463,41314,Spinel,no_info,,4.150000095,2.829999924,0.07,84.57214332655629,0.349999994,1.0,,,,,,,92.97214333955628
14464,41315,Spinel,no_info,,6.239999771,2.819999933,0.079999998,86.93105194132637,0.430000007,1.5,,,,,,,98.00105165032639
14465,41316,Spinel,no_info,,9.029999733,2.75999999,0.01,80.93754220777198,0.310000002,1.090000033,,,,,,,94.13754196577199
14466,41317,Spinel,no_info,,7.429999828,3.059999943,0.090000004,83.41694821595968,0.270000011,0.99000001,,,,,,,95.25694801195966
14467,41318,Spinel,EMP,0.170000002,13.31000042,1.49000001,0.170000002,75.25852170457033,0.379999995,3.690000057,,,0.349999994,0.01,,,94.82852218457033
14468,41319,Spinel,EMP,0.180000007,6.760000229,6.760000229,0.529999971,74.66856697652389,0.50999999,6.659999847,,,0.25999999,,,,96.32856723952389
14469,41320,Spinel,no_info,20.89999962,0.090000004,39.79999924,7.400000095,8.0,,19.20000076,,,3.099999905,0.029999999,,,98.51999962299999
14471,41322,Spinel,no_info,26.10000038,0.100000001,33.70000076,10.5,7.400000095,0.119999997,18.29999924,,,2.700000048,0.330000013,0.07,,99.320000534
14490,41370,Spinel,EMP,0.649999976,0.129999995,60.88999939,,27.82999992,0.200000003,7.28000021,,,0.029999999,,,,97.00999949299998
14510,41395,Spinel,no_info,1.5,3.700000048,8.300000191,,70.11299272717179,,7.099999905,,,0.400000006,0.600000024,,,91.71299290117179
14512,41397,Spinel,no_info,0.300000012,14.39999962,1.700000048,,69.89311579025106,,2.599999905,,,0.300000012,0.699999988,,,89.89311537525107
14513,41398,Spinel,no_info,0.100000001,8.800000191,1.0,,78.36184542221362,,1.0,,,0.5,,,,89.76184561421363
14515,41400,Spinel,no_info,0.300000012,2.200000048,11.89999962,,66.58309949608568,,10.10000038,,,0.200000003,,,,91.28309955908568
14516,41401,Spinel,no_info,1.100000024,13.60000038,2.700000048,,69.72331534032755,,3.5,,,0.300000012,0.400000006,0.100000001,,91.42331581132756
14517,41402,Spinel,no_info,0.300000012,7.099999905,2.200000048,,73.38233386611356,,2.099999905,,,0.300000012,0.200000003,,,85.58233375111357
14518,41403,Spinel,no_info,0.300000012,6.5,1.899999976,,74.7521385134527,,1.899999976,,,0.300000012,0.300000012,,,85.95213850145271
14519,41404,Spinel,no_info,0.400000006,7.599999905,1.5,,74.33225737911636,,1.600000024,,,0.5,0.400000006,,,86.33225732011636
14520,41405,Spinel,EMP,0.579999983,0.360000014,11.05000019,57.25,14.592315707277065,,15.21000004,,,0.310000002,,,,99.35231593627707
14521,41406,Spinel,EMP,0.5,0.50999999,11.47000027,56.70000076,12.68248399405624,,15.76000023,,,0.289999992,,,,97.91248523605624
14522,41407,Spinel,EMP,0.289999992,0.25,14.31999969,56.11999893,12.42476257711599,,14.93999958,,,0.270000011,,,,98.61476078011599
14524,41409,Spinel,EMP,0.25999999,0.230000004,17.59000015,52.20000076,13.01169666858814,,14.89999962,,,0.25,,,,98.44169719258815
14525,41410,Spinel,EMP,0.25,0.25,13.56999969,57.61000061,11.86984729600558,,15.02999973,,,0.270000011,,,,98.84984733700557
14527,41412,Spinel,EMP,0.419999987,0.479999989,10.09000015,56.11000061,15.14419696652929,,14.93999958,,,0.300000012,,,,97.48419729452928
14528,41413,Spinel,EMP,0.310000002,0.100000001,12.31000042,58.49000168,12.701620911590927,,15.06999969,,,0.289999992,,,,99.27162269659092
14529,41414,Spinel,EMP,0.25,0.25,14.25,55.70000076,12.223715670968236,,14.82999992,,,0.239999995,,,,97.74371634596824
14531,41416,Spinel,EMP,0.379999995,0.330000013,15.22999954,51.02000046,16.86405921541978,,15.11999989,,,0.319999993,,,,99.26405910641978
14532,41417,Spinel,EMP,0.289999992,0.639999986,15.0,51.90999985,13.15314903229974,,16.70000076,,,0.270000011,,,,97.96314963129974
14533,41418,Spinel,EMP,0.540000021,0.370000005,15.01000023,55.0,12.89168220570323,,15.26000023,,,0.219999999,,,,99.29168269070323
14534,41419,Spinel,EMP,,0.219999999,14.81000042,56.45999908,12.18064954535859,,15.81999969,,,0.189999998,,,,99.68064873235859
14535,41420,Spinel,EMP,0.07,0.189999998,14.77999973,56.74000168,12.278677240387834,,15.75,,,0.180000007,,,,99.98867865538784
14536,41421,Spinel,EMP,0.680000007,13.78999996,3.289999962,,70.15000153,0.639999986,1.309999943,,,,,,,89.860001388
14550,41445,Spinel,EMP,0.180000007,0.389999986,60.13999939,,27.86000061,0.300000012,10.75,,,0.090000004,,,,99.710000009
14562,41458,Spinel,EMP,1.559999943,3.960000038,2.349999905,,83.27999878,0.689999998,1.840000033,,,0.370000005,0.119999997,,,94.169998699
14563,41459,Spinel,EMP,0.239999995,7.03000021,2.920000076,,81.72000122,0.50999999,1.570000052,,,0.109999999,0.01,0.02,,94.13000154199999
14564,41460,Spinel,EMP,0.280000001,9.06000042,2.720000029,,78.41000366,0.610000014,1.289999962,,,0.200000003,0.029999999,,,92.600004088
14565,41461,Spinel,EMP,0.219999999,10.39000034,2.359999895,,76.25,0.569999993,1.440000057,,,0.140000001,,0.039999999,,91.410000284
14566,41463,Spinel,EMP,0.25,8.479999542,2.769999981,,77.30999756,0.340000004,1.289999962,,,0.079999998,0.07,0.02,,90.609997047
14567,41465,Spinel,EMP,0.170000002,7.639999866,2.890000105,,81.61000061,0.579999983,1.620000005,,,0.109999999,,0.02,,94.64000057
14568,41469,Spinel,EMP,1.899999976,8.960000038,4.179999828,,72.68000031,0.579999983,1.669999957,,,0.200000003,0.107000001,0.07,,90.347000096
14569,41470,Spinel,EMP,0.310000002,6.659999847,3.079999924,,80.13999939,0.519999981,1.74000001,,,0.170000002,0.01,0.01,,92.63999915600002
14570,41471,Spinel,EMP,0.50999999,7.980000019,2.730000019,,80.52999878,0.340000004,1.470000029,,,0.219999999,0.059999999,0.02,,93.859998839
14571,41472,Spinel,EMP,0.330000013,7.460000038,4.050000191,,79.16000366,0.349999994,1.889999986,,,0.170000002,,,,93.410003884
14572,41473,Spinel,EMP,0.889999986,10.11999989,3.160000086,,75.76999664,0.389999986,1.49000001,,,0.25,0.07,0.039999999,,92.179996597
14573,41475,Spinel,EMP,0.289999992,14.09000015,2.579999924,,73.87999725,0.529999971,1.5,,,0.140000001,0.059999999,0.02,,93.089997287
14574,41477,Spinel,EMP,0.360000014,9.739999771,3.160000086,,76.23999786,0.370000005,1.480000019,,,0.360000014,0.039999999,0.039999999,,91.78999776700002
14575,41483,Spinel,EMP,0.270000011,14.21000004,2.74000001,,74.48999786,0.400000006,1.519999981,,,0.150000006,0.029999999,,,93.809997913
14576,41485,Spinel,EMP,0.280000001,12.71000004,3.25999999,,73.05000305,0.550000012,1.730000019,,,0.239999995,,0.01,,91.83000310700001
14577,41488,Spinel,EMP,0.439999998,12.0,3.24000001,,72.95999908,0.519999981,1.679999948,,,0.200000003,0.050000001,0.01,,91.09999902100002
14578,41489,Spinel,EMP,0.25999999,14.23999977,2.859999895,,69.51999664,0.519999981,1.559999943,,,0.209999993,0.050000001,0.029999999,,89.24999621200001
14579,41495,Spinel,EMP,0.560000002,2.619999886,4.110000134,,80.80000305,0.409999996,3.410000086,,,0.150000006,0.050000001,,,92.11000316100001
14580,41496,Spinel,EMP,0.180000007,3.579999924,3.450000048,,82.01999664,0.670000017,2.74000001,,,0.150000006,0.02,0.029999999,,92.839996651
14581,41498,Spinel,EMP,0.50999999,5.019999981,3.940000057,,82.33000183,0.600000024,2.069999933,,,0.180000007,0.02,0.02,,94.690001822
14582,41502,Spinel,EMP,0.370000005,8.300000191,3.170000076,,79.22000122,0.460000008,1.74000001,,,0.109999999,0.170000002,0.01,,93.550001511
14583,41512,Spinel,EMP,0.349999994,9.670000076,3.130000114,,77.98000336,0.589999974,1.730000019,,,0.189999998,0.039999999,0.01,,93.690003534
14584,41515,Spinel,EMP,0.349999994,3.480000019,4.260000229,,79.98999786,0.400000006,2.880000114,,,0.180000007,0.029999999,0.02,,91.589998228
14585,41518,Spinel,EMP,0.180000007,2.630000114,5.829999924,,81.30000305,0.389999986,3.019999981,,,0.150000006,0.029999999,0.039999999,,93.57000306600001
14586,41521,Spinel,EMP,0.389999986,5.210000038,13.53999996,,81.23000336,0.589999974,2.130000114,,,0.209999993,,0.02,,103.320003425
14587,41523,Spinel,EMP,0.280000001,8.93999958,4.239999771,,76.02999878,0.349999994,2.049999952,,,0.180000007,0.029999999,0.029999999,,92.12999808299999
14588,41529,Spinel,EMP,0.140000001,1.25999999,4.599999905,,84.37999725,0.389999986,3.609999895,,,0.170000002,,0.039999999,,94.58999702800001
14589,41531,Spinel,EMP,0.090000004,1.75999999,5.079999924,,83.88999939,0.360000014,3.559999943,,,0.140000001,0.07,0.050000001,,94.999999267
14590,41532,Spinel,EMP,0.239999995,2.569999933,4.619999886,,82.84999847,0.280000001,3.49000001,,,0.150000006,0.050000001,0.059999999,,94.309998301
14591,41534,Spinel,EMP,0.239999995,1.149999976,5.800000191,,77.73999786,0.349999994,3.5,,,0.159999996,0.050000001,0.02,,89.00999801299999
14592,41535,Spinel,EMP,0.519999981,10.64999962,3.710000038,,75.66999817,0.49000001,1.679999948,,,0.209999993,0.090000004,0.050000001,,93.06999776500001
14593,41536,Spinel,EMP,1.409999967,14.09000015,3.210000038,,71.87000275,0.469999999,1.470000029,,,0.360000014,0.090000004,0.059999999,,93.03000295
14600,41546,Spinel,EMP,0.310000002,0.74000001,13.0,46.40000153,29.39999962,0.280000001,8.409999847,0.050000001,,0.25999999,,,,98.850001001
14606,41552,Spinel,EMP,1.090000033,14.89999962,3.849999905,,70.09999847,0.419999987,1.980000019,,,0.330000013,0.02,0.029999999,,92.719998046
14607,41554,Spinel,EMP,0.230000004,5.440000057,5.190000057,,80.69999695,0.50999999,2.670000076,,,0.370000005,0.01,0.029999999,,95.149997138
14608,41555,Spinel,EMP,0.860000014,9.760000229,4.230000019,,77.59999847,0.560000002,2.470000029,,,0.379999995,0.01,0.029999999,,95.899998757
14609,41556,Spinel,EMP,0.460000008,4.679999828,7.840000153,,77.09999847,0.340000004,4.46999979,,,0.340000004,0.050000001,0.059999999,,95.339998257
14610,41557,Spinel,EMP,0.730000019,7.090000153,5.679999828,,76.80000305,0.219999999,3.329999924,,,0.370000005,0.02,0.01,,94.250002978
14611,41558,Spinel,EMP,0.079999998,6.46999979,2.25999999,,81.69999695,,2.380000114,,,0.100000001,0.07,0.01,,93.069996843
14612,41559,Spinel,EMP,1.129999995,7.260000229,2.390000105,,77.30000305,0.239999995,2.369999886,,,0.360000014,0.090000004,,,91.14000327800001
14613,41560,Spinel,EMP,0.119999997,6.03000021,2.289999962,,78.40000153,0.180000007,2.579999924,,,0.119999997,0.02,0.039999999,,89.780001626
14614,41561,Spinel,EMP,0.469999999,6.659999847,2.539999962,,77.19999695,0.159999996,2.609999895,,,0.25999999,0.059999999,0.01,,89.969996638
14615,41563,Spinel,EMP,0.090000004,5.829999924,1.75999999,,83.0,0.02,1.110000014,,,0.100000001,0.02,0.02,,91.94999993299999
14623,41571,Spinel,no_info,,0.159999996,18.98999977,54.31999969,9.949999809,,16.06999969,,,0.129999995,,,,99.61999895
14631,41579,Spinel,no_info,0.159999996,0.209999993,20.20000076,52.61000061,9.970000267,,16.54999924,,,0.100000001,,,,99.800000867
14653,41601,Spinel,no_info,0.159999996,0.25999999,21.23999977,50.68000031,10.68999958,,16.20999908,0.280000001,,0.159999996,,,,99.679998723
